run_name	query_id	page_id	rank	score
bm25_fullmv_N20	q001	doc004_p019	1	1.23282230
bm25_fullmv_N20	q001	doc006_p013	2	1.03309250
bm25_fullmv_N20	q001	doc003_p004	3	1.01229644
bm25_fullmv_N20	q001	doc001_p002	4	0.99378622
bm25_fullmv_N20	q001	doc009_p003	5	0.98625076
bm25_fullmv_N20	q001	doc006_p016	6	0.98228097
bm25_fullmv_N20	q001	doc006_p019	7	0.97452557
bm25_fullmv_N20	q001	doc005_p009	8	0.97065830
bm25_fullmv_N20	q001	doc005_p006	9	0.96540755
bm25_fullmv_N20	q001	doc003_p003	10	0.91428292
bm25_fullmv_N20	q002	doc001_p002	1	0.50915086
bm25_fullmv_N20	q002	doc006_p013	2	0.20099561
bm25_fullmv_N20	q002	doc006_p019	3	0.15394033
bm25_fullmv_N20	q002	doc004_p014	4	0.13866320
bm25_fullmv_N20	q002	doc004_p019	5	0.02226370
bm25_fullmv_N20	q002	doc004_p010	6	0.01818884
bm25_fullmv_N20	q002	doc004_p003	7	0.01752375
bm25_fullmv_N20	q002	doc006_p002	8	-0.06311381
bm25_fullmv_N20	q002	doc006_p016	9	-0.10299900
bm25_fullmv_N20	q002	doc009_p003	10	-0.10809001
bm25_fullmv_N20	q003	doc005_p006	1	-0.12977339
bm25_fullmv_N20	q003	doc004_p010	2	-0.13141218
bm25_fullmv_N20	q003	doc006_p013	3	-0.17107475
bm25_fullmv_N20	q003	doc004_p015	4	-0.21938136
bm25_fullmv_N20	q003	doc006_p009	5	-0.22645813
bm25_fullmv_N20	q003	doc006_p016	6	-0.23922959
bm25_fullmv_N20	q003	doc003_p004	7	-0.26708820
bm25_fullmv_N20	q003	doc006_p019	8	-0.27072459
bm25_fullmv_N20	q003	doc005_p003	9	-0.28768730
bm25_fullmv_N20	q003	doc010_p002	10	-0.30982089
bm25_fullmv_N20	q004	doc005_p006	1	0.68070972
bm25_fullmv_N20	q004	doc004_p003	2	0.65677822
bm25_fullmv_N20	q004	doc004_p010	3	0.65170664
bm25_fullmv_N20	q004	doc006_p013	4	0.64423549
bm25_fullmv_N20	q004	doc006_p008	5	0.61011249
bm25_fullmv_N20	q004	doc005_p004	6	0.59865052
bm25_fullmv_N20	q004	doc004_p019	7	0.59176099
bm25_fullmv_N20	q004	doc004_p014	8	0.57786024
bm25_fullmv_N20	q004	doc003_p004	9	0.57671452
bm25_fullmv_N20	q004	doc006_p016	10	0.54423702
bm25_fullmv_N20	q005	doc001_p002	1	0.39230785
bm25_fullmv_N20	q005	doc004_p016	2	0.20727813
bm25_fullmv_N20	q005	doc005_p006	3	0.19935773
bm25_fullmv_N20	q005	doc004_p010	4	0.19155732
bm25_fullmv_N20	q005	doc006_p013	5	0.16113034
bm25_fullmv_N20	q005	doc004_p015	6	0.15255906
bm25_fullmv_N20	q005	doc005_p004	7	0.11323569
bm25_fullmv_N20	q005	doc006_p009	8	0.08092097
bm25_fullmv_N20	q005	doc006_p019	9	0.07474013
bm25_fullmv_N20	q005	doc005_p009	10	0.07431050
bm25_fullmv_N20	q006	doc004_p010	1	0.42580336
bm25_fullmv_N20	q006	doc006_p013	2	0.41562644
bm25_fullmv_N20	q006	doc004_p003	3	0.40281132
bm25_fullmv_N20	q006	doc004_p014	4	0.40200669
bm25_fullmv_N20	q006	doc004_p009	5	0.37618437
bm25_fullmv_N20	q006	doc004_p011	6	0.36536902
bm25_fullmv_N20	q006	doc004_p019	7	0.35570893
bm25_fullmv_N20	q006	doc006_p019	8	0.34780726
bm25_fullmv_N20	q006	doc003_p028	9	0.34081760
bm25_fullmv_N20	q006	doc006_p016	10	0.30922604
bm25_fullmv_N20	q007	doc004_p019	1	0.43693981
bm25_fullmv_N20	q007	doc004_p003	2	0.41305134
bm25_fullmv_N20	q007	doc006_p002	3	0.41111365
bm25_fullmv_N20	q007	doc006_p013	4	0.36529362
bm25_fullmv_N20	q007	doc006_p019	5	0.36519870
bm25_fullmv_N20	q007	doc004_p014	6	0.35687914
bm25_fullmv_N20	q007	doc005_p004	7	0.34837019
bm25_fullmv_N20	q007	doc006_p016	8	0.24912003
bm25_fullmv_N20	q007	doc006_p008	9	0.24310370
bm25_fullmv_N20	q007	doc009_p003	10	0.23000428
bm25_fullmv_N20	q008	doc003_p012	1	1.08390713
bm25_fullmv_N20	q008	doc005_p006	2	0.71264827
bm25_fullmv_N20	q008	doc003_p022	3	0.63277966
bm25_fullmv_N20	q008	doc003_p007	4	0.55796361
bm25_fullmv_N20	q008	doc006_p013	5	0.54882151
bm25_fullmv_N20	q008	doc003_p004	6	0.53892052
bm25_fullmv_N20	q008	doc006_p019	7	0.52383798
bm25_fullmv_N20	q008	doc003_p003	8	0.51759923
bm25_fullmv_N20	q008	doc003_p008	9	0.51679122
bm25_fullmv_N20	q008	doc006_p016	10	0.49710852
bm25_fullmv_N20	q009	doc005_p006	1	0.76595199
bm25_fullmv_N20	q009	doc003_p022	2	0.69894534
bm25_fullmv_N20	q009	doc003_p004	3	0.66305590
bm25_fullmv_N20	q009	doc006_p019	4	0.65220094
bm25_fullmv_N20	q009	doc006_p013	5	0.64183205
bm25_fullmv_N20	q009	doc003_p007	6	0.62880611
bm25_fullmv_N20	q009	doc003_p013	7	0.61334509
bm25_fullmv_N20	q009	doc003_p003	8	0.60278630
bm25_fullmv_N20	q009	doc003_p008	9	0.59261864
bm25_fullmv_N20	q009	doc006_p016	10	0.56344754
bm25_fullmv_N20	q010	doc004_p010	1	0.64304680
bm25_fullmv_N20	q010	doc005_p006	2	0.61999404
bm25_fullmv_N20	q010	doc004_p016	3	0.59570181
bm25_fullmv_N20	q010	doc004_p015	4	0.53413701
bm25_fullmv_N20	q010	doc006_p013	5	0.51177353
bm25_fullmv_N20	q010	doc005_p001	6	0.40543219
bm25_fullmv_N20	q010	doc010_p002	7	0.39998114
bm25_fullmv_N20	q010	doc006_p019	8	0.38994613
bm25_fullmv_N20	q010	doc003_p009	9	0.38761508
bm25_fullmv_N20	q010	doc005_p009	10	0.37440947
bm25_fullmv_N20	q011	doc003_p012	1	1.33726823
bm25_fullmv_N20	q011	doc005_p006	2	0.88828802
bm25_fullmv_N20	q011	doc005_p004	3	0.85118842
bm25_fullmv_N20	q011	doc006_p013	4	0.77909398
bm25_fullmv_N20	q011	doc004_p010	5	0.77448893
bm25_fullmv_N20	q011	doc003_p004	6	0.72939289
bm25_fullmv_N20	q011	doc003_p003	7	0.72902656
bm25_fullmv_N20	q011	doc005_p001	8	0.64293766
bm25_fullmv_N20	q011	doc005_p009	9	0.62811190
bm25_fullmv_N20	q011	doc006_p019	10	0.62445945
bm25_fullmv_N20	q012	doc005_p004	1	0.80202037
bm25_fullmv_N20	q012	doc005_p006	2	0.79551727
bm25_fullmv_N20	q012	doc003_p013	3	0.74515909
bm25_fullmv_N20	q012	doc006_p013	4	0.70604652
bm25_fullmv_N20	q012	doc004_p010	5	0.68212074
bm25_fullmv_N20	q012	doc003_p004	6	0.66176623
bm25_fullmv_N20	q012	doc003_p003	7	0.65767395
bm25_fullmv_N20	q012	doc005_p001	8	0.58109426
bm25_fullmv_N20	q012	doc006_p019	9	0.58012593
bm25_fullmv_N20	q012	doc003_p020	10	0.52577531
bm25_fullmv_N20	q013	doc003_p012	1	1.19222522
bm25_fullmv_N20	q013	doc003_p013	2	0.72466338
bm25_fullmv_N20	q013	doc004_p010	3	0.52014703
bm25_fullmv_N20	q013	doc006_p013	4	0.51252657
bm25_fullmv_N20	q013	doc003_p004	5	0.39372444
bm25_fullmv_N20	q013	doc003_p003	6	0.35482922
bm25_fullmv_N20	q013	doc006_p019	7	0.34891278
bm25_fullmv_N20	q013	doc006_p009	8	0.33646059
bm25_fullmv_N20	q013	doc003_p022	9	0.30486724
bm25_fullmv_N20	q013	doc006_p010	10	0.29617149
bm25_fullmv_N20	q014	doc003_p012	1	1.09869623
bm25_fullmv_N20	q014	doc003_p013	2	0.60722458
bm25_fullmv_N20	q014	doc006_p013	3	0.35089886
bm25_fullmv_N20	q014	doc004_p019	4	0.32484931
bm25_fullmv_N20	q014	doc004_p010	5	0.32005993
bm25_fullmv_N20	q014	doc003_p003	6	0.20730747
bm25_fullmv_N20	q014	doc006_p019	7	0.20055911
bm25_fullmv_N20	q014	doc006_p010	8	0.14644802
bm25_fullmv_N20	q014	doc003_p020	9	0.13938384
bm25_fullmv_N20	q014	doc005_p009	10	0.13861352
bm25_fullmv_N20	q015	doc003_p012	1	1.24539196
bm25_fullmv_N20	q015	doc005_p006	2	0.87200034
bm25_fullmv_N20	q015	doc004_p010	3	0.75267649
bm25_fullmv_N20	q015	doc006_p013	4	0.70411730
bm25_fullmv_N20	q015	doc003_p004	5	0.69002509
bm25_fullmv_N20	q015	doc003_p003	6	0.67950177
bm25_fullmv_N20	q015	doc003_p006	7	0.66925812
bm25_fullmv_N20	q015	doc005_p001	8	0.62584978
bm25_fullmv_N20	q015	doc006_p019	9	0.54184794
bm25_fullmv_N20	q015	doc006_p011	10	0.52711779
bm25_fullmv_N20	q016	doc005_p006	1	0.81274861
bm25_fullmv_N20	q016	doc004_p019	2	0.75680423
bm25_fullmv_N20	q016	doc006_p013	3	0.69522130
bm25_fullmv_N20	q016	doc004_p010	4	0.69129854
bm25_fullmv_N20	q016	doc003_p013	5	0.68497288
bm25_fullmv_N20	q016	doc003_p006	6	0.68038040
bm25_fullmv_N20	q016	doc003_p003	7	0.65581745
bm25_fullmv_N20	q016	doc005_p001	8	0.61873317
bm25_fullmv_N20	q016	doc003_p020	9	0.56663692
bm25_fullmv_N20	q016	doc006_p019	10	0.54803282
bm25_fullmv_N20	q017	doc003_p012	1	1.72633147
bm25_fullmv_N20	q017	doc003_p013	2	1.03907537
bm25_fullmv_N20	q017	doc004_p018	3	0.71537137
bm25_fullmv_N20	q017	doc003_p004	4	0.54579073
bm25_fullmv_N20	q017	doc006_p019	5	0.52067184
bm25_fullmv_N20	q017	doc003_p003	6	0.48407167
bm25_fullmv_N20	q017	doc003_p011	7	0.46990782
bm25_fullmv_N20	q017	doc003_p022	8	0.44554600
bm25_fullmv_N20	q017	doc010_p002	9	0.41357827
bm25_fullmv_N20	q017	doc006_p009	10	0.39760479
bm25_fullmv_N20	q018	doc003_p012	1	1.65191793
bm25_fullmv_N20	q018	doc003_p013	2	1.00678480
bm25_fullmv_N20	q018	doc003_p004	3	0.70179111
bm25_fullmv_N20	q018	doc006_p019	4	0.65467489
