run_name	query_id	page_id	rank	score
bm25_budgetmv_N20_M16_none	q001	doc004_p019	1	1.03028965
bm25_budgetmv_N20_M16_none	q001	doc006_p013	2	0.95624828
bm25_budgetmv_N20_M16_none	q001	doc009_p003	3	0.94548434
bm25_budgetmv_N20_M16_none	q001	doc003_p004	4	0.91370273
bm25_budgetmv_N20_M16_none	q001	doc006_p016	5	0.86245948
bm25_budgetmv_N20_M16_none	q001	doc010_p002	6	0.82680643
bm25_budgetmv_N20_M16_none	q001	doc005_p004	7	0.80362451
bm25_budgetmv_N20_M16_none	q001	doc007_p001	8	0.80232751
bm25_budgetmv_N20_M16_none	q001	doc005_p006	9	0.79128146
bm25_budgetmv_N20_M16_none	q001	doc006_p009	10	0.77192104
bm25_budgetmv_N20_M16_none	q002	doc004_p003	1	-0.05442091
bm25_budgetmv_N20_M16_none	q002	doc006_p013	2	-0.05786713
bm25_budgetmv_N20_M16_none	q002	doc004_p019	3	-0.06387153
bm25_budgetmv_N20_M16_none	q002	doc004_p010	4	-0.08604757
bm25_budgetmv_N20_M16_none	q002	doc001_p002	5	-0.11717980
bm25_budgetmv_N20_M16_none	q002	doc009_p003	6	-0.13392673
bm25_budgetmv_N20_M16_none	q002	doc006_p016	7	-0.20025341
bm25_budgetmv_N20_M16_none	q002	doc006_p002	8	-0.21392064
bm25_budgetmv_N20_M16_none	q002	doc006_p003	9	-0.22938688
bm25_budgetmv_N20_M16_none	q002	doc010_p002	10	-0.24897419
bm25_budgetmv_N20_M16_none	q003	doc004_p010	1	-0.22715713
bm25_budgetmv_N20_M16_none	q003	doc006_p013	2	-0.25322777
bm25_budgetmv_N20_M16_none	q003	doc006_p016	3	-0.26811945
bm25_budgetmv_N20_M16_none	q003	doc003_p004	4	-0.30933374
bm25_budgetmv_N20_M16_none	q003	doc005_p006	5	-0.31470060
bm25_budgetmv_N20_M16_none	q003	doc010_p002	6	-0.32946819
bm25_budgetmv_N20_M16_none	q003	doc005_p003	7	-0.38408926
bm25_budgetmv_N20_M16_none	q003	doc004_p015	8	-0.40001607
bm25_budgetmv_N20_M16_none	q003	doc005_p004	9	-0.41279769
bm25_budgetmv_N20_M16_none	q003	doc006_p009	10	-0.41544551
bm25_budgetmv_N20_M16_none	q004	doc004_p010	1	0.60952044
bm25_budgetmv_N20_M16_none	q004	doc006_p008	2	0.58182144
bm25_budgetmv_N20_M16_none	q004	doc006_p013	3	0.53394157
bm25_budgetmv_N20_M16_none	q004	doc005_p004	4	0.53353667
bm25_budgetmv_N20_M16_none	q004	doc003_p004	5	0.51730156
bm25_budgetmv_N20_M16_none	q004	doc004_p003	6	0.50900334
bm25_budgetmv_N20_M16_none	q004	doc004_p019	7	0.46919084
bm25_budgetmv_N20_M16_none	q004	doc006_p016	8	0.43060720
bm25_budgetmv_N20_M16_none	q004	doc003_p028	9	0.41739926
bm25_budgetmv_N20_M16_none	q004	doc005_p006	10	0.41289163
bm25_budgetmv_N20_M16_none	q005	doc004_p010	1	0.11573046
bm25_budgetmv_N20_M16_none	q005	doc006_p013	2	0.09750390
bm25_budgetmv_N20_M16_none	q005	doc005_p006	3	0.07960498
bm25_budgetmv_N20_M16_none	q005	doc005_p004	4	0.07629411
bm25_budgetmv_N20_M16_none	q005	doc010_p002	5	0.04678657
bm25_budgetmv_N20_M16_none	q005	doc004_p016	6	0.00709417
bm25_budgetmv_N20_M16_none	q005	doc005_p001	7	0.00625004
bm25_budgetmv_N20_M16_none	q005	doc006_p009	8	-0.04194482
bm25_budgetmv_N20_M16_none	q005	doc006_p007	9	-0.06492918
bm25_budgetmv_N20_M16_none	q005	doc004_p015	10	-0.07487408
bm25_budgetmv_N20_M16_none	q006	doc006_p013	1	0.36079806
bm25_budgetmv_N20_M16_none	q006	doc004_p003	2	0.34360278
bm25_budgetmv_N20_M16_none	q006	doc004_p009	3	0.32399744
bm25_budgetmv_N20_M16_none	q006	doc004_p019	4	0.27715823
bm25_budgetmv_N20_M16_none	q006	doc006_p016	5	0.26582253
bm25_budgetmv_N20_M16_none	q006	doc010_p002	6	0.22495700
bm25_budgetmv_N20_M16_none	q006	doc004_p010	7	0.20317514
bm25_budgetmv_N20_M16_none	q006	doc003_p028	8	0.19501954
bm25_budgetmv_N20_M16_none	q006	doc004_p011	9	0.19331209
bm25_budgetmv_N20_M16_none	q006	doc009_p003	10	0.14493653
bm25_budgetmv_N20_M16_none	q007	doc004_p019	1	0.35899392
bm25_budgetmv_N20_M16_none	q007	doc004_p003	2	0.26499856
bm25_budgetmv_N20_M16_none	q007	doc006_p013	3	0.26455215
