run_name	query_id	page_id	rank	score
bm25_budgetmv_N20_M8_none	q001	doc004_p019	1	1.03028953
bm25_budgetmv_N20_M8_none	q001	doc006_p013	2	0.95624828
bm25_budgetmv_N20_M8_none	q001	doc009_p003	3	0.94548434
bm25_budgetmv_N20_M8_none	q001	doc003_p004	4	0.90174890
bm25_budgetmv_N20_M8_none	q001	doc006_p016	5	0.86136496
bm25_budgetmv_N20_M8_none	q001	doc010_p002	6	0.82608843
bm25_budgetmv_N20_M8_none	q001	doc005_p004	7	0.80362457
bm25_budgetmv_N20_M8_none	q001	doc007_p001	8	0.80232739
bm25_budgetmv_N20_M8_none	q001	doc003_p003	9	0.75313115
bm25_budgetmv_N20_M8_none	q001	doc006_p003	10	0.73821187
bm25_budgetmv_N20_M8_none	q002	doc006_p013	1	-0.05786718
bm25_budgetmv_N20_M8_none	q002	doc004_p019	2	-0.06387149
bm25_budgetmv_N20_M8_none	q002	doc004_p003	3	-0.11721747
bm25_budgetmv_N20_M8_none	q002	doc004_p010	4	-0.12534261
bm25_budgetmv_N20_M8_none	q002	doc009_p003	5	-0.13392670
bm25_budgetmv_N20_M8_none	q002	doc001_p002	6	-0.19809480
bm25_budgetmv_N20_M8_none	q002	doc006_p016	7	-0.20797996
bm25_budgetmv_N20_M8_none	q002	doc006_p002	8	-0.21703693
bm25_budgetmv_N20_M8_none	q002	doc010_p002	9	-0.24897414
bm25_budgetmv_N20_M8_none	q002	doc006_p003	10	-0.25792173
bm25_budgetmv_N20_M8_none	q003	doc006_p013	1	-0.25322777
bm25_budgetmv_N20_M8_none	q003	doc004_p010	2	-0.27167207
bm25_budgetmv_N20_M8_none	q003	doc010_p002	3	-0.32946813
bm25_budgetmv_N20_M8_none	q003	doc006_p016	4	-0.33417401
bm25_budgetmv_N20_M8_none	q003	doc003_p004	5	-0.40362024
bm25_budgetmv_N20_M8_none	q003	doc005_p004	6	-0.41279766
bm25_budgetmv_N20_M8_none	q003	doc005_p003	7	-0.42915517
bm25_budgetmv_N20_M8_none	q003	doc005_p002	8	-0.44805199
bm25_budgetmv_N20_M8_none	q003	doc005_p001	9	-0.45424610
bm25_budgetmv_N20_M8_none	q003	doc004_p015	10	-0.46337292
bm25_budgetmv_N20_M8_none	q004	doc006_p008	1	0.58182150
bm25_budgetmv_N20_M8_none	q004	doc004_p010	2	0.55304331
bm25_budgetmv_N20_M8_none	q004	doc005_p004	3	0.53353667
bm25_budgetmv_N20_M8_none	q004	doc006_p013	4	0.51568222
bm25_budgetmv_N20_M8_none	q004	doc003_p004	5	0.50534761
bm25_budgetmv_N20_M8_none	q004	doc004_p019	6	0.46919090
