run_name	query_id	page_id	rank	score
hybrid_fullmv_N50_alpha0p7	q001	doc006_p019	1	0.92001530
hybrid_fullmv_N50_alpha0p7	q001	doc006_p013	2	0.74526052
hybrid_fullmv_N50_alpha0p7	q001	doc001_p001	3	0.64318004
hybrid_fullmv_N50_alpha0p7	q001	doc003_p003	4	0.56262742
hybrid_fullmv_N50_alpha0p7	q001	doc001_p004	5	0.54323364
hybrid_fullmv_N50_alpha0p7	q001	doc004_p019	6	0.53440184
hybrid_fullmv_N50_alpha0p7	q001	doc006_p003	7	0.53366705
hybrid_fullmv_N50_alpha0p7	q001	doc003_p004	8	0.49086290
hybrid_fullmv_N50_alpha0p7	q001	doc005_p009	9	0.47645781
hybrid_fullmv_N50_alpha0p7	q001	doc006_p009	10	0.46872015
hybrid_fullmv_N50_alpha0p7	q002	doc001_p002	1	0.88858451
hybrid_fullmv_N50_alpha0p7	q002	doc006_p019	2	0.74243378
hybrid_fullmv_N50_alpha0p7	q002	doc001_p001	3	0.70000000
hybrid_fullmv_N50_alpha0p7	q002	doc006_p013	4	0.63008164
hybrid_fullmv_N50_alpha0p7	q002	doc006_p009	5	0.46035898
hybrid_fullmv_N50_alpha0p7	q002	doc001_p005	6	0.45713237
hybrid_fullmv_N50_alpha0p7	q002	doc004_p014	7	0.45701999
hybrid_fullmv_N50_alpha0p7	q002	doc006_p003	8	0.43731146
hybrid_fullmv_N50_alpha0p7	q002	doc005_p009	9	0.43315343
hybrid_fullmv_N50_alpha0p7	q002	doc009_p003	10	0.42178811
hybrid_fullmv_N50_alpha0p7	q003	doc006_p019	1	0.75984018
hybrid_fullmv_N50_alpha0p7	q003	doc002_p001	2	0.74732230
hybrid_fullmv_N50_alpha0p7	q003	doc007_p002	3	0.63725706
hybrid_fullmv_N50_alpha0p7	q003	doc006_p013	4	0.63390688
hybrid_fullmv_N50_alpha0p7	q003	doc006_p011	5	0.58489863
hybrid_fullmv_N50_alpha0p7	q003	doc005_p001	6	0.57778584
hybrid_fullmv_N50_alpha0p7	q003	doc006_p009	7	0.56062300
hybrid_fullmv_N50_alpha0p7	q003	doc004_p010	8	0.55840947
hybrid_fullmv_N50_alpha0p7	q003	doc005_p006	9	0.54907485
hybrid_fullmv_N50_alpha0p7	q003	doc005_p009	10	0.51628119
hybrid_fullmv_N50_alpha0p7	q004	doc001_p004	1	0.83781566
hybrid_fullmv_N50_alpha0p7	q004	doc006_p019	2	0.54850534
hybrid_fullmv_N50_alpha0p7	q004	doc005_p006	3	0.41439731
hybrid_fullmv_N50_alpha0p7	q004	doc004_p010	4	0.41243779
hybrid_fullmv_N50_alpha0p7	q004	doc006_p013	5	0.40379721
hybrid_fullmv_N50_alpha0p7	q004	doc005_p004	6	0.40233300
hybrid_fullmv_N50_alpha0p7	q004	doc001_p002	7	0.40151898
hybrid_fullmv_N50_alpha0p7	q004	doc004_p019	8	0.37808801
hybrid_fullmv_N50_alpha0p7	q004	doc003_p004	9	0.37666572
hybrid_fullmv_N50_alpha0p7	q004	doc006_p003	10	0.37312505
hybrid_fullmv_N50_alpha0p7	q005	doc006_p026	1	0.83388860
hybrid_fullmv_N50_alpha0p7	q005	doc006_p019	2	0.74437267
hybrid_fullmv_N50_alpha0p7	q005	doc006_p013	3	0.64777150
hybrid_fullmv_N50_alpha0p7	q005	doc001_p002	4	0.58825667
hybrid_fullmv_N50_alpha0p7	q005	doc006_p011	5	0.58421172
hybrid_fullmv_N50_alpha0p7	q005	doc004_p010	6	0.54834433
hybrid_fullmv_N50_alpha0p7	q005	doc007_p002	7	0.53582946
hybrid_fullmv_N50_alpha0p7	q005	doc004_p016	8	0.48643736
hybrid_fullmv_N50_alpha0p7	q005	doc005_p006	9	0.47318007
hybrid_fullmv_N50_alpha0p7	q005	doc010_p002	10	0.46860940
hybrid_fullmv_N50_alpha0p7	q006	doc002_p001	1	0.76112331
hybrid_fullmv_N50_alpha0p7	q006	doc004_p011	2	0.62865470
hybrid_fullmv_N50_alpha0p7	q006	doc008_p003	3	0.54247546
hybrid_fullmv_N50_alpha0p7	q006	doc006_p019	4	0.48848460
hybrid_fullmv_N50_alpha0p7	q006	doc004_p003	5	0.48685545
hybrid_fullmv_N50_alpha0p7	q006	doc006_p013	6	0.45146812
hybrid_fullmv_N50_alpha0p7	q006	doc004_p014	7	0.43734843
hybrid_fullmv_N50_alpha0p7	q006	doc004_p010	8	0.43386663
hybrid_fullmv_N50_alpha0p7	q006	doc004_p019	9	0.41664508
hybrid_fullmv_N50_alpha0p7	q006	doc009_p003	10	0.41324316
hybrid_fullmv_N50_alpha0p7	q007	doc006_p019	1	0.96207227
hybrid_fullmv_N50_alpha0p7	q007	doc005_p008	2	0.62716636
hybrid_fullmv_N50_alpha0p7	q007	doc002_p001	3	0.55855724
hybrid_fullmv_N50_alpha0p7	q007	doc006_p013	4	0.53851573
hybrid_fullmv_N50_alpha0p7	q007	doc006_p008	5	0.49904598
hybrid_fullmv_N50_alpha0p7	q007	doc004_p019	6	0.48709428
hybrid_fullmv_N50_alpha0p7	q007	doc006_p005	7	0.48226312
hybrid_fullmv_N50_alpha0p7	q007	doc006_p002	8	0.47786576
hybrid_fullmv_N50_alpha0p7	q007	doc004_p003	9	0.45609669
hybrid_fullmv_N50_alpha0p7	q007	doc004_p014	10	0.44634114
hybrid_fullmv_N50_alpha0p7	q008	doc003_p007	1	0.84539866
hybrid_fullmv_N50_alpha0p7	q008	doc003_p008	2	0.74841914
hybrid_fullmv_N50_alpha0p7	q008	doc003_p029	3	0.63848880
hybrid_fullmv_N50_alpha0p7	q008	doc003_p022	4	0.60484859
hybrid_fullmv_N50_alpha0p7	q008	doc003_p012	5	0.51251064
hybrid_fullmv_N50_alpha0p7	q008	doc003_p004	6	0.40595947
hybrid_fullmv_N50_alpha0p7	q008	doc006_p019	7	0.40128449
hybrid_fullmv_N50_alpha0p7	q008	doc006_p013	8	0.38110753
hybrid_fullmv_N50_alpha0p7	q008	doc006_p011	9	0.33271227
hybrid_fullmv_N50_alpha0p7	q008	doc003_p010	10	0.31860895
hybrid_fullmv_N50_alpha0p7	q009	doc003_p008	1	0.84141173
hybrid_fullmv_N50_alpha0p7	q009	doc003_p007	2	0.75492360
hybrid_fullmv_N50_alpha0p7	q009	doc003_p029	3	0.63764237
hybrid_fullmv_N50_alpha0p7	q009	doc003_p022	4	0.50245623
hybrid_fullmv_N50_alpha0p7	q009	doc006_p019	5	0.42146536
hybrid_fullmv_N50_alpha0p7	q009	doc006_p013	6	0.39122521
hybrid_fullmv_N50_alpha0p7	q009	doc003_p013	7	0.38514032
hybrid_fullmv_N50_alpha0p7	q009	doc003_p012	8	0.38437402
hybrid_fullmv_N50_alpha0p7	q009	doc003_p011	9	0.34105885
hybrid_fullmv_N50_alpha0p7	q009	doc003_p020	10	0.33931875
hybrid_fullmv_N50_alpha0p7	q010	doc006_p019	1	0.90966797
hybrid_fullmv_N50_alpha0p7	q010	doc004_p016	2	0.79619379
hybrid_fullmv_N50_alpha0p7	q010	doc003_p009	3	0.65880418
hybrid_fullmv_N50_alpha0p7	q010	doc006_p026	4	0.60363924
hybrid_fullmv_N50_alpha0p7	q010	doc006_p013	5	0.56846679
hybrid_fullmv_N50_alpha0p7	q010	doc004_p020	6	0.56029833
hybrid_fullmv_N50_alpha0p7	q010	doc006_p007	7	0.55271310
hybrid_fullmv_N50_alpha0p7	q010	doc004_p015	8	0.52782591
hybrid_fullmv_N50_alpha0p7	q010	doc001_p004	9	0.51562445
hybrid_fullmv_N50_alpha0p7	q010	doc006_p011	10	0.49324587
hybrid_fullmv_N50_alpha0p7	q011	doc003_p029	1	0.84126966
hybrid_fullmv_N50_alpha0p7	q011	doc003_p010	2	0.71704399
hybrid_fullmv_N50_alpha0p7	q011	doc003_p004	3	0.64694955
hybrid_fullmv_N50_alpha0p7	q011	doc002_p001	4	0.61397281
hybrid_fullmv_N50_alpha0p7	q011	doc003_p012	5	0.59363786
hybrid_fullmv_N50_alpha0p7	q011	doc005_p004	6	0.54958316
hybrid_fullmv_N50_alpha0p7	q011	doc006_p019	7	0.54064052
hybrid_fullmv_N50_alpha0p7	q011	doc003_p011	8	0.53470242
hybrid_fullmv_N50_alpha0p7	q011	doc004_p010	9	0.50017342
hybrid_fullmv_N50_alpha0p7	q011	doc005_p006	10	0.49851003
hybrid_fullmv_N50_alpha0p7	q012	doc003_p029	1	0.82170632
hybrid_fullmv_N50_alpha0p7	q012	doc003_p011	2	0.72596486
hybrid_fullmv_N50_alpha0p7	q012	doc002_p001	3	0.58140795
hybrid_fullmv_N50_alpha0p7	q012	doc005_p004	4	0.52379029
hybrid_fullmv_N50_alpha0p7	q012	doc006_p019	5	0.51606939
hybrid_fullmv_N50_alpha0p7	q012	doc003_p013	6	0.51548547
hybrid_fullmv_N50_alpha0p7	q012	doc003_p010	7	0.49319501
hybrid_fullmv_N50_alpha0p7	q012	doc003_p003	8	0.47486177
hybrid_fullmv_N50_alpha0p7	q012	doc003_p004	9	0.47407289
hybrid_fullmv_N50_alpha0p7	q012	doc004_p010	10	0.46871650
hybrid_fullmv_N50_alpha0p7	q013	doc003_p012	1	0.85422058
hybrid_fullmv_N50_alpha0p7	q013	doc003_p029	2	0.78682143
hybrid_fullmv_N50_alpha0p7	q013	doc003_p013	3	0.61443209
hybrid_fullmv_N50_alpha0p7	q013	doc006_p013	4	0.46755280
hybrid_fullmv_N50_alpha0p7	q013	doc003_p010	5	0.41987884
hybrid_fullmv_N50_alpha0p7	q013	doc003_p003	6	0.40472023
hybrid_fullmv_N50_alpha0p7	q013	doc006_p011	7	0.36720547
hybrid_fullmv_N50_alpha0p7	q013	doc003_p019	8	0.36008076
hybrid_fullmv_N50_alpha0p7	q013	doc003_p016	9	0.35300940
hybrid_fullmv_N50_alpha0p7	q013	doc003_p014	10	0.34957231
hybrid_fullmv_N50_alpha0p7	q014	doc003_p013	1	0.80321544
hybrid_fullmv_N50_alpha0p7	q014	doc003_p029	2	0.77926181
hybrid_fullmv_N50_alpha0p7	q014	doc003_p012	3	0.64616623
hybrid_fullmv_N50_alpha0p7	q014	doc006_p013	4	0.45392723
hybrid_fullmv_N50_alpha0p7	q014	doc003_p011	5	0.45027335
hybrid_fullmv_N50_alpha0p7	q014	doc003_p017	6	0.42213070
hybrid_fullmv_N50_alpha0p7	q014	doc003_p020	7	0.40941551
hybrid_fullmv_N50_alpha0p7	q014	doc003_p003	8	0.40912015
hybrid_fullmv_N50_alpha0p7	q014	doc003_p015	9	0.37208085
hybrid_fullmv_N50_alpha0p7	q014	doc006_p011	10	0.35929116
hybrid_fullmv_N50_alpha0p7	q015	doc003_p029	1	0.85246246
hybrid_fullmv_N50_alpha0p7	q015	doc003_p014	2	0.69099578
hybrid_fullmv_N50_alpha0p7	q015	doc002_p001	3	0.62611214
hybrid_fullmv_N50_alpha0p7	q015	doc003_p012	4	0.59363786
hybrid_fullmv_N50_alpha0p7	q015	doc003_p006	5	0.56852752
hybrid_fullmv_N50_alpha0p7	q015	doc006_p013	6	0.55993129
hybrid_fullmv_N50_alpha0p7	q015	doc006_p019	7	0.54486976
hybrid_fullmv_N50_alpha0p7	q015	doc004_p010	8	0.51426735
hybrid_fullmv_N50_alpha0p7	q015	doc003_p003	9	0.49909533
hybrid_fullmv_N50_alpha0p7	q015	doc003_p015	10	0.47129638
hybrid_fullmv_N50_alpha0p7	q016	doc003_p029	1	0.84749249
hybrid_fullmv_N50_alpha0p7	q016	doc003_p015	2	0.67737980
hybrid_fullmv_N50_alpha0p7	q016	doc002_p001	3	0.59707542
hybrid_fullmv_N50_alpha0p7	q016	doc003_p006	4	0.55492752
hybrid_fullmv_N50_alpha0p7	q016	doc006_p013	5	0.54330483
hybrid_fullmv_N50_alpha0p7	q016	doc006_p019	6	0.53106796
hybrid_fullmv_N50_alpha0p7	q016	doc003_p013	7	0.52546883
hybrid_fullmv_N50_alpha0p7	q016	doc003_p003	8	0.49475642
hybrid_fullmv_N50_alpha0p7	q016	doc004_p010	9	0.49040546
hybrid_fullmv_N50_alpha0p7	q016	doc003_p011	10	0.48988633
hybrid_fullmv_N50_alpha0p7	q017	doc003_p029	1	0.80563347
hybrid_fullmv_N50_alpha0p7	q017	doc003_p016	2	0.59034510
hybrid_fullmv_N50_alpha0p7	q017	doc003_p012	3	0.58183374
hybrid_fullmv_N50_alpha0p7	q017	doc003_p014	4	0.56948419
hybrid_fullmv_N50_alpha0p7	q017	doc003_p003	5	0.52499045
hybrid_fullmv_N50_alpha0p7	q017	doc003_p017	6	0.48429081
hybrid_fullmv_N50_alpha0p7	q017	doc003_p004	7	0.44815557
hybrid_fullmv_N50_alpha0p7	q017	doc003_p010	8	0.42996094
hybrid_fullmv_N50_alpha0p7	q017	doc003_p015	9	0.41729701
hybrid_fullmv_N50_alpha0p7	q017	doc003_p019	10	0.38728750
hybrid_fullmv_N50_alpha0p7	q018	doc003_p029	1	0.80298671
hybrid_fullmv_N50_alpha0p7	q018	doc003_p017	2	0.60960383
