run_name	query_id	page_id	rank	score
hybrid_budgetmv_N50_M24_alpha0p9	q001	doc006_p019	1	0.96728109
hybrid_budgetmv_N50_M24_alpha0p9	q001	doc001_p001	2	0.82267991
hybrid_budgetmv_N50_M24_alpha0p9	q001	doc006_p013	3	0.74205654
hybrid_budgetmv_N50_M24_alpha0p9	q001	doc001_p004	4	0.56748436
hybrid_budgetmv_N50_M24_alpha0p9	q001	doc003_p003	5	0.53921327
hybrid_budgetmv_N50_M24_alpha0p9	q001	doc006_p003	6	0.53920792
hybrid_budgetmv_N50_M24_alpha0p9	q001	doc003_p004	7	0.41906505
hybrid_budgetmv_N50_M24_alpha0p9	q001	doc006_p009	8	0.41869638
hybrid_budgetmv_N50_M24_alpha0p9	q001	doc004_p019	9	0.39766251
hybrid_budgetmv_N50_M24_alpha0p9	q001	doc009_p003	10	0.38817130
hybrid_budgetmv_N50_M24_alpha0p9	q002	doc001_p001	1	0.90518528
hybrid_budgetmv_N50_M24_alpha0p9	q002	doc001_p002	2	0.83564495
hybrid_budgetmv_N50_M24_alpha0p9	q002	doc006_p019	3	0.73522982
hybrid_budgetmv_N50_M24_alpha0p9	q002	doc006_p013	4	0.62277032
hybrid_budgetmv_N50_M24_alpha0p9	q002	doc001_p005	5	0.49536678
hybrid_budgetmv_N50_M24_alpha0p9	q002	doc006_p009	6	0.48270935
hybrid_budgetmv_N50_M24_alpha0p9	q002	doc006_p003	7	0.47992099
hybrid_budgetmv_N50_M24_alpha0p9	q002	doc005_p009	8	0.45301733
hybrid_budgetmv_N50_M24_alpha0p9	q002	doc009_p003	9	0.45164483
hybrid_budgetmv_N50_M24_alpha0p9	q002	doc006_p016	10	0.44474358
hybrid_budgetmv_N50_M24_alpha0p9	q003	doc002_p001	1	0.92649358
hybrid_budgetmv_N50_M24_alpha0p9	q003	doc006_p019	2	0.79996455
hybrid_budgetmv_N50_M24_alpha0p9	q003	doc007_p002	3	0.69570858
hybrid_budgetmv_N50_M24_alpha0p9	q003	doc006_p013	4	0.64688592
hybrid_budgetmv_N50_M24_alpha0p9	q003	doc006_p011	5	0.63909264
hybrid_budgetmv_N50_M24_alpha0p9	q003	doc005_p001	6	0.62516118
hybrid_budgetmv_N50_M24_alpha0p9	q003	doc006_p009	7	0.55698282
hybrid_budgetmv_N50_M24_alpha0p9	q003	doc004_p010	8	0.53959881
hybrid_budgetmv_N50_M24_alpha0p9	q003	doc005_p006	9	0.53688999
hybrid_budgetmv_N50_M24_alpha0p9	q003	doc005_p004	10	0.51721625
hybrid_budgetmv_N50_M24_alpha0p9	q004	doc001_p004	1	0.96269980
hybrid_budgetmv_N50_M24_alpha0p9	q004	doc006_p019	2	0.51036296
hybrid_budgetmv_N50_M24_alpha0p9	q004	doc006_p003	3	0.36040512
hybrid_budgetmv_N50_M24_alpha0p9	q004	doc005_p004	4	0.31790989
hybrid_budgetmv_N50_M24_alpha0p9	q004	doc004_p010	5	0.31721683
hybrid_budgetmv_N50_M24_alpha0p9	q004	doc005_p006	6	0.31473734
hybrid_budgetmv_N50_M24_alpha0p9	q004	doc006_p013	7	0.30014002
hybrid_budgetmv_N50_M24_alpha0p9	q004	doc003_p004	8	0.29143363
hybrid_budgetmv_N50_M24_alpha0p9	q004	doc006_p014	9	0.28174424
hybrid_budgetmv_N50_M24_alpha0p9	q004	doc004_p019	10	0.28141346
hybrid_budgetmv_N50_M24_alpha0p9	q005	doc006_p026	1	0.96910120
hybrid_budgetmv_N50_M24_alpha0p9	q005	doc006_p019	2	0.78044308
hybrid_budgetmv_N50_M24_alpha0p9	q005	doc006_p013	3	0.65318933
hybrid_budgetmv_N50_M24_alpha0p9	q005	doc006_p011	4	0.62354730
hybrid_budgetmv_N50_M24_alpha0p9	q005	doc007_p002	5	0.56129949
hybrid_budgetmv_N50_M24_alpha0p9	q005	doc004_p010	6	0.51551368
hybrid_budgetmv_N50_M24_alpha0p9	q005	doc001_p001	7	0.48185391
hybrid_budgetmv_N50_M24_alpha0p9	q005	doc010_p002	8	0.46702562
hybrid_budgetmv_N50_M24_alpha0p9	q005	doc001_p002	9	0.43109431
