run_name	query_id	page_id	rank	score
hybrid_fullmv_N50_alpha0p8	q001	doc006_p019	1	0.94667687
hybrid_fullmv_N50_alpha0p8	q001	doc006_p013	2	0.73832095
hybrid_fullmv_N50_alpha0p8	q001	doc001_p001	3	0.72434316
hybrid_fullmv_N50_alpha0p8	q001	doc003_p003	4	0.54711685
hybrid_fullmv_N50_alpha0p8	q001	doc001_p004	5	0.54603952
hybrid_fullmv_N50_alpha0p8	q001	doc006_p003	6	0.52908321
hybrid_fullmv_N50_alpha0p8	q001	doc004_p019	7	0.46788781
hybrid_fullmv_N50_alpha0p8	q001	doc003_p004	8	0.45064736
hybrid_fullmv_N50_alpha0p8	q001	doc006_p009	9	0.44085691
hybrid_fullmv_N50_alpha0p8	q001	doc005_p009	10	0.44032427
hybrid_fullmv_N50_alpha0p8	q002	doc001_p002	1	0.87266801
hybrid_fullmv_N50_alpha0p8	q002	doc001_p001	2	0.80000000
hybrid_fullmv_N50_alpha0p8	q002	doc006_p019	3	0.75214362
hybrid_fullmv_N50_alpha0p8	q002	doc006_p013	4	0.61758058
hybrid_fullmv_N50_alpha0p8	q002	doc001_p005	5	0.48562051
hybrid_fullmv_N50_alpha0p8	q002	doc006_p009	6	0.46448417
hybrid_fullmv_N50_alpha0p8	q002	doc006_p003	7	0.44191065
hybrid_fullmv_N50_alpha0p8	q002	doc005_p009	8	0.44018177
hybrid_fullmv_N50_alpha0p8	q002	doc004_p014	9	0.42795654
hybrid_fullmv_N50_alpha0p8	q002	doc009_p003	10	0.41999706
hybrid_fullmv_N50_alpha0p8	q003	doc002_p001	1	0.83154820
hybrid_fullmv_N50_alpha0p8	q003	doc006_p019	2	0.78564754
hybrid_fullmv_N50_alpha0p8	q003	doc007_p002	3	0.65506974
hybrid_fullmv_N50_alpha0p8	q003	doc006_p013	4	0.62976740
hybrid_fullmv_N50_alpha0p8	q003	doc006_p011	5	0.60280317
hybrid_fullmv_N50_alpha0p8	q003	doc005_p001	6	0.58928746
hybrid_fullmv_N50_alpha0p8	q003	doc006_p009	7	0.55265951
hybrid_fullmv_N50_alpha0p8	q003	doc004_p010	8	0.53872577
hybrid_fullmv_N50_alpha0p8	q003	doc005_p006	9	0.52786100
hybrid_fullmv_N50_alpha0p8	q003	doc005_p009	10	0.51229476
hybrid_fullmv_N50_alpha0p8	q004	doc001_p004	1	0.89187710
hybrid_fullmv_N50_alpha0p8	q004	doc006_p019	2	0.53446608
hybrid_fullmv_N50_alpha0p8	q004	doc006_p003	3	0.35869656
hybrid_fullmv_N50_alpha0p8	q004	doc004_p010	4	0.35791426
hybrid_fullmv_N50_alpha0p8	q004	doc005_p006	5	0.35579722
hybrid_fullmv_N50_alpha0p8	q004	doc005_p004	6	0.35433535
hybrid_fullmv_N50_alpha0p8	q004	doc006_p013	7	0.34916153
hybrid_fullmv_N50_alpha0p8	q004	doc003_p004	8	0.32829626
hybrid_fullmv_N50_alpha0p8	q004	doc004_p019	9	0.32766164
hybrid_fullmv_N50_alpha0p8	q004	doc001_p002	10	0.31602169
hybrid_fullmv_N50_alpha0p8	q005	doc006_p026	1	0.88925907
hybrid_fullmv_N50_alpha0p8	q005	doc006_p019	2	0.76749258
hybrid_fullmv_N50_alpha0p8	q005	doc006_p013	3	0.64086746
hybrid_fullmv_N50_alpha0p8	q005	doc006_p011	4	0.59523016
hybrid_fullmv_N50_alpha0p8	q005	doc007_p002	5	0.53693346
hybrid_fullmv_N50_alpha0p8	q005	doc001_p002	6	0.52943620
hybrid_fullmv_N50_alpha0p8	q005	doc004_p010	7	0.52152234
hybrid_fullmv_N50_alpha0p8	q005	doc010_p002	8	0.45492738
hybrid_fullmv_N50_alpha0p8	q005	doc004_p016	9	0.44781920
hybrid_fullmv_N50_alpha0p8	q005	doc005_p006	10	0.43415544
hybrid_fullmv_N50_alpha0p8	q006	doc002_p001	1	0.84074888
hybrid_fullmv_N50_alpha0p8	q006	doc004_p011	2	0.66021529
hybrid_fullmv_N50_alpha0p8	q006	doc008_p003	3	0.57763523
hybrid_fullmv_N50_alpha0p8	q006	doc006_p019	4	0.50128250
hybrid_fullmv_N50_alpha0p8	q006	doc004_p003	5	0.49546920
hybrid_fullmv_N50_alpha0p8	q006	doc006_p013	6	0.45410593
hybrid_fullmv_N50_alpha0p8	q006	doc004_p014	7	0.43894756
hybrid_fullmv_N50_alpha0p8	q006	doc004_p010	8	0.43325885
hybrid_fullmv_N50_alpha0p8	q006	doc009_p003	9	0.42520998
hybrid_fullmv_N50_alpha0p8	q006	doc004_p019	10	0.41861255
hybrid_fullmv_N50_alpha0p8	q007	doc006_p019	1	0.97471485
hybrid_fullmv_N50_alpha0p8	q007	doc005_p008	2	0.64478721
hybrid_fullmv_N50_alpha0p8	q007	doc002_p001	3	0.60390980
hybrid_fullmv_N50_alpha0p8	q007	doc006_p013	4	0.49063178
hybrid_fullmv_N50_alpha0p8	q007	doc006_p008	5	0.46927597
hybrid_fullmv_N50_alpha0p8	q007	doc006_p005	6	0.46224567
hybrid_fullmv_N50_alpha0p8	q007	doc004_p019	7	0.41793711
hybrid_fullmv_N50_alpha0p8	q007	doc006_p002	8	0.41241057
hybrid_fullmv_N50_alpha0p8	q007	doc006_p016	9	0.40643543
hybrid_fullmv_N50_alpha0p8	q007	doc006_p009	10	0.40033178
hybrid_fullmv_N50_alpha0p8	q008	doc003_p007	1	0.89693244
hybrid_fullmv_N50_alpha0p8	q008	doc003_p008	2	0.79186187
hybrid_fullmv_N50_alpha0p8	q008	doc003_p029	3	0.70002882
hybrid_fullmv_N50_alpha0p8	q008	doc003_p022	4	0.61154559
hybrid_fullmv_N50_alpha0p8	q008	doc003_p012	5	0.44286930
hybrid_fullmv_N50_alpha0p8	q008	doc003_p004	6	0.39738181
hybrid_fullmv_N50_alpha0p8	q008	doc006_p019	7	0.39415017
hybrid_fullmv_N50_alpha0p8	q008	doc006_p013	8	0.36759368
hybrid_fullmv_N50_alpha0p8	q008	doc006_p011	9	0.33892559
hybrid_fullmv_N50_alpha0p8	q008	doc003_p010	10	0.32078719
hybrid_fullmv_N50_alpha0p8	q009	doc003_p008	1	0.89427448
hybrid_fullmv_N50_alpha0p8	q009	doc003_p007	2	0.79027978
hybrid_fullmv_N50_alpha0p8	q009	doc003_p029	3	0.70400735
hybrid_fullmv_N50_alpha0p8	q009	doc003_p022	4	0.49176165
hybrid_fullmv_N50_alpha0p8	q009	doc006_p019	5	0.40585451
hybrid_fullmv_N50_alpha0p8	q009	doc006_p013	6	0.37277030
hybrid_fullmv_N50_alpha0p8	q009	doc003_p013	7	0.36987113
hybrid_fullmv_N50_alpha0p8	q009	doc003_p011	8	0.34048348
hybrid_fullmv_N50_alpha0p8	q009	doc006_p011	9	0.33450828
hybrid_fullmv_N50_alpha0p8	q009	doc003_p020	10	0.33242437
hybrid_fullmv_N50_alpha0p8	q010	doc006_p019	1	0.93977865
hybrid_fullmv_N50_alpha0p8	q010	doc004_p016	2	0.77906218
hybrid_fullmv_N50_alpha0p8	q010	doc003_p009	3	0.65342874
hybrid_fullmv_N50_alpha0p8	q010	doc006_p026	4	0.60523682
