run_name	query_id	page_id	rank	score
hybrid_fullmv_N50_alpha0p2	q001	doc004_p019	1	0.86697195
hybrid_fullmv_N50_alpha0p2	q001	doc006_p019	2	0.78670748
hybrid_fullmv_N50_alpha0p2	q001	doc006_p013	3	0.77995838
hybrid_fullmv_N50_alpha0p2	q001	doc004_p015	4	0.71156088
hybrid_fullmv_N50_alpha0p2	q001	doc006_p008	5	0.70613798
hybrid_fullmv_N50_alpha0p2	q001	doc003_p028	6	0.69886755
hybrid_fullmv_N50_alpha0p2	q001	doc003_p004	7	0.69194061
hybrid_fullmv_N50_alpha0p2	q001	doc006_p002	8	0.68072038
hybrid_fullmv_N50_alpha0p2	q001	doc001_p002	9	0.66986224
hybrid_fullmv_N50_alpha0p2	q001	doc004_p003	10	0.66534462
hybrid_fullmv_N50_alpha0p2	q002	doc001_p002	1	0.96816700
hybrid_fullmv_N50_alpha0p2	q002	doc006_p019	2	0.69388459
hybrid_fullmv_N50_alpha0p2	q002	doc006_p013	3	0.69258693
hybrid_fullmv_N50_alpha0p2	q002	doc004_p014	4	0.60233720
hybrid_fullmv_N50_alpha0p2	q002	doc004_p016	5	0.57487024
hybrid_fullmv_N50_alpha0p2	q002	doc005_p006	6	0.52501212
hybrid_fullmv_N50_alpha0p2	q002	doc004_p019	7	0.50949645
hybrid_fullmv_N50_alpha0p2	q002	doc004_p003	8	0.50804278
hybrid_fullmv_N50_alpha0p2	q002	doc004_p010	9	0.49758483
hybrid_fullmv_N50_alpha0p2	q002	doc004_p013	10	0.49635101
hybrid_fullmv_N50_alpha0p2	q003	doc001_p002	1	0.83938234
hybrid_fullmv_N50_alpha0p2	q003	doc004_p016	2	0.67374349
hybrid_fullmv_N50_alpha0p2	q003	doc004_p010	3	0.65682795
hybrid_fullmv_N50_alpha0p2	q003	doc005_p006	4	0.65514406
hybrid_fullmv_N50_alpha0p2	q003	doc006_p013	5	0.65460430
hybrid_fullmv_N50_alpha0p2	q003	doc006_p019	6	0.63080339
hybrid_fullmv_N50_alpha0p2	q003	doc006_p009	7	0.60044049
hybrid_fullmv_N50_alpha0p2	q003	doc004_p014	8	0.59729463
hybrid_fullmv_N50_alpha0p2	q003	doc004_p003	9	0.58706032
hybrid_fullmv_N50_alpha0p2	q003	doc004_p015	10	0.56207518
hybrid_fullmv_N50_alpha0p2	q004	doc001_p002	1	0.82900542
hybrid_fullmv_N50_alpha0p2	q004	doc005_p006	2	0.70739774
hybrid_fullmv_N50_alpha0p2	q004	doc004_p016	3	0.70171491
hybrid_fullmv_N50_alpha0p2	q004	doc004_p010	4	0.68505548
hybrid_fullmv_N50_alpha0p2	q004	doc004_p018	5	0.68479208
hybrid_fullmv_N50_alpha0p2	q004	doc004_p009	6	0.68031322
hybrid_fullmv_N50_alpha0p2	q004	doc004_p003	7	0.67762036
hybrid_fullmv_N50_alpha0p2	q004	doc006_p013	8	0.67697563
hybrid_fullmv_N50_alpha0p2	q004	doc004_p005	9	0.67532132
hybrid_fullmv_N50_alpha0p2	q004	doc005_p004	10	0.64232127
hybrid_fullmv_N50_alpha0p2	q005	doc001_p002	1	0.88235904
hybrid_fullmv_N50_alpha0p2	q005	doc004_p010	2	0.68245429
hybrid_fullmv_N50_alpha0p2	q005	doc006_p013	3	0.68229166
hybrid_fullmv_N50_alpha0p2	q005	doc004_p016	4	0.67952815
hybrid_fullmv_N50_alpha0p2	q005	doc005_p006	5	0.66830324
hybrid_fullmv_N50_alpha0p2	q005	doc006_p019	6	0.62877311
hybrid_fullmv_N50_alpha0p2	q005	doc006_p024	7	0.60079647
hybrid_fullmv_N50_alpha0p2	q005	doc004_p015	8	0.59735743
hybrid_fullmv_N50_alpha0p2	q005	doc004_p003	9	0.59546140
hybrid_fullmv_N50_alpha0p2	q005	doc004_p019	10	0.57372268
hybrid_fullmv_N50_alpha0p2	q006	doc003_p012	1	0.79999999
hybrid_fullmv_N50_alpha0p2	q006	doc003_p013	2	0.57770614
hybrid_fullmv_N50_alpha0p2	q006	doc004_p011	3	0.47085174
hybrid_fullmv_N50_alpha0p2	q006	doc004_p003	4	0.44378666
hybrid_fullmv_N50_alpha0p2	q006	doc006_p013	5	0.43827908
hybrid_fullmv_N50_alpha0p2	q006	doc004_p010	6	0.43690555
hybrid_fullmv_N50_alpha0p2	q006	doc004_p014	7	0.42935277
hybrid_fullmv_N50_alpha0p2	q006	doc006_p019	8	0.42449510
hybrid_fullmv_N50_alpha0p2	q006	doc004_p016	9	0.42191034
hybrid_fullmv_N50_alpha0p2	q006	doc004_p019	10	0.40680774
hybrid_fullmv_N50_alpha0p2	q007	doc006_p019	1	0.89885938
hybrid_fullmv_N50_alpha0p2	q007	doc004_p019	2	0.83288010
hybrid_fullmv_N50_alpha0p2	q007	doc004_p015	3	0.83046151
hybrid_fullmv_N50_alpha0p2	q007	doc006_p002	4	0.80514167
hybrid_fullmv_N50_alpha0p2	q007	doc004_p003	5	0.80080527
hybrid_fullmv_N50_alpha0p2	q007	doc004_p016	6	0.79085958
hybrid_fullmv_N50_alpha0p2	q007	doc006_p013	7	0.77793549
hybrid_fullmv_N50_alpha0p2	q007	doc004_p013	8	0.77213825
hybrid_fullmv_N50_alpha0p2	q007	doc005_p006	9	0.74514075
hybrid_fullmv_N50_alpha0p2	q007	doc004_p014	10	0.74342145
hybrid_fullmv_N50_alpha0p2	q008	doc003_p012	1	0.86071732
hybrid_fullmv_N50_alpha0p2	q008	doc003_p007	2	0.58772975
hybrid_fullmv_N50_alpha0p2	q008	doc003_p022	3	0.57136357
hybrid_fullmv_N50_alpha0p2	q008	doc005_p002	4	0.55807922
hybrid_fullmv_N50_alpha0p2	q008	doc005_p006	5	0.54466871
hybrid_fullmv_N50_alpha0p2	q008	doc003_p008	6	0.53120550
hybrid_fullmv_N50_alpha0p2	q008	doc005_p004	7	0.50890131
hybrid_fullmv_N50_alpha0p2	q008	doc004_p010	8	0.48446301
hybrid_fullmv_N50_alpha0p2	q008	doc004_p015	9	0.47404995
hybrid_fullmv_N50_alpha0p2	q008	doc003_p004	10	0.44884778
