run_name	query_id	page_id	rank	score
hybrid_budgetmv_N50_M24_alpha0p7	q001	doc006_p019	1	0.90184328
hybrid_budgetmv_N50_M24_alpha0p7	q001	doc006_p013	2	0.77728601
hybrid_budgetmv_N50_M24_alpha0p7	q001	doc001_p001	3	0.69470098
hybrid_budgetmv_N50_M24_alpha0p7	q001	doc001_p004	4	0.59915053
hybrid_budgetmv_N50_M24_alpha0p7	q001	doc003_p003	5	0.58544844
hybrid_budgetmv_N50_M24_alpha0p7	q001	doc006_p003	6	0.57779273
hybrid_budgetmv_N50_M24_alpha0p7	q001	doc004_p019	7	0.52326798
hybrid_budgetmv_N50_M24_alpha0p7	q001	doc003_p004	8	0.51676260
hybrid_budgetmv_N50_M24_alpha0p7	q001	doc005_p006	9	0.50056032
hybrid_budgetmv_N50_M24_alpha0p7	q001	doc009_p003	10	0.49822716
hybrid_budgetmv_N50_M24_alpha0p7	q002	doc001_p002	1	0.82526482
hybrid_budgetmv_N50_M24_alpha0p7	q002	doc001_p001	2	0.71555584
hybrid_budgetmv_N50_M24_alpha0p7	q002	doc006_p013	3	0.68315401
hybrid_budgetmv_N50_M24_alpha0p7	q002	doc006_p019	4	0.66256285
hybrid_budgetmv_N50_M24_alpha0p7	q002	doc004_p014	5	0.54797761
hybrid_budgetmv_N50_M24_alpha0p7	q002	doc006_p003	6	0.53754490
hybrid_budgetmv_N50_M24_alpha0p7	q002	doc009_p003	7	0.52210455
hybrid_budgetmv_N50_M24_alpha0p7	q002	doc006_p016	8	0.51359316
hybrid_budgetmv_N50_M24_alpha0p7	q002	doc004_p003	9	0.50338655
hybrid_budgetmv_N50_M24_alpha0p7	q002	doc006_p009	10	0.50265897
hybrid_budgetmv_N50_M24_alpha0p7	q003	doc002_p001	1	0.77948073
hybrid_budgetmv_N50_M24_alpha0p7	q003	doc006_p019	2	0.72536915
hybrid_budgetmv_N50_M24_alpha0p7	q003	doc007_p002	3	0.70573553
hybrid_budgetmv_N50_M24_alpha0p7	q003	doc006_p013	4	0.69768089
hybrid_budgetmv_N50_M24_alpha0p7	q003	doc005_p001	5	0.65090215
hybrid_budgetmv_N50_M24_alpha0p7	q003	doc006_p011	6	0.64005337
hybrid_budgetmv_N50_M24_alpha0p7	q003	doc005_p006	7	0.63980332
hybrid_budgetmv_N50_M24_alpha0p7	q003	doc004_p010	8	0.62007966
hybrid_budgetmv_N50_M24_alpha0p7	q003	doc006_p009	9	0.59748344
hybrid_budgetmv_N50_M24_alpha0p7	q003	doc005_p004	10	0.56163607
hybrid_budgetmv_N50_M24_alpha0p7	q004	doc001_p004	1	0.88809940
hybrid_budgetmv_N50_M24_alpha0p7	q004	doc006_p019	2	0.51831377
hybrid_budgetmv_N50_M24_alpha0p7	q004	doc005_p006	3	0.46701793
hybrid_budgetmv_N50_M24_alpha0p7	q004	doc004_p010	4	0.45391614
hybrid_budgetmv_N50_M24_alpha0p7	q004	doc005_p004	5	0.43704960
hybrid_budgetmv_N50_M24_alpha0p7	q004	doc006_p003	6	0.42153621
hybrid_budgetmv_N50_M24_alpha0p7	q004	doc006_p013	7	0.42063974
hybrid_budgetmv_N50_M24_alpha0p7	q004	doc003_p004	8	0.41118619
hybrid_budgetmv_N50_M24_alpha0p7	q004	doc006_p008	9	0.40691157
hybrid_budgetmv_N50_M24_alpha0p7	q004	doc004_p019	10	0.39062255
hybrid_budgetmv_N50_M24_alpha0p7	q005	doc006_p026	1	0.90730360
hybrid_budgetmv_N50_M24_alpha0p7	q005	doc006_p019	2	0.71386441
hybrid_budgetmv_N50_M24_alpha0p7	q005	doc006_p013	3	0.70544920
hybrid_budgetmv_N50_M24_alpha0p7	q005	doc006_p011	4	0.63610783
hybrid_budgetmv_N50_M24_alpha0p7	q005	doc004_p010	5	0.61078433
hybrid_budgetmv_N50_M24_alpha0p7	q005	doc007_p002	6	0.60561552
hybrid_budgetmv_N50_M24_alpha0p7	q005	doc005_p006	7	0.54927432
hybrid_budgetmv_N50_M24_alpha0p7	q005	doc010_p002	8	0.54595019
hybrid_budgetmv_N50_M24_alpha0p7	q005	doc004_p016	9	0.49052748
hybrid_budgetmv_N50_M24_alpha0p7	q005	doc001_p002	10	0.46969242
hybrid_budgetmv_N50_M24_alpha0p7	q006	doc004_p011	1	0.76804025
hybrid_budgetmv_N50_M24_alpha0p7	q006	doc002_p001	2	0.72104840
hybrid_budgetmv_N50_M24_alpha0p7	q006	doc004_p003	3	0.63595189
hybrid_budgetmv_N50_M24_alpha0p7	q006	doc006_p013	4	0.60128521
hybrid_budgetmv_N50_M24_alpha0p7	q006	doc008_p003	5	0.60023068
hybrid_budgetmv_N50_M24_alpha0p7	q006	doc004_p019	6	0.55139765
hybrid_budgetmv_N50_M24_alpha0p7	q006	doc004_p014	7	0.54915433
hybrid_budgetmv_N50_M24_alpha0p7	q006	doc004_p010	8	0.53672390
hybrid_budgetmv_N50_M24_alpha0p7	q006	doc009_p003	9	0.53333518
hybrid_budgetmv_N50_M24_alpha0p7	q006	doc006_p016	10	0.50674773
hybrid_budgetmv_N50_M24_alpha0p7	q007	doc006_p019	1	0.83957676
hybrid_budgetmv_N50_M24_alpha0p7	q007	doc006_p008	2	0.54549215
hybrid_budgetmv_N50_M24_alpha0p7	q007	doc006_p013	3	0.54254551
hybrid_budgetmv_N50_M24_alpha0p7	q007	doc002_p001	4	0.53539344
hybrid_budgetmv_N50_M24_alpha0p7	q007	doc006_p005	5	0.49696181
hybrid_budgetmv_N50_M24_alpha0p7	q007	doc004_p019	6	0.49355891
hybrid_budgetmv_N50_M24_alpha0p7	q007	doc006_p002	7	0.48115508
hybrid_budgetmv_N50_M24_alpha0p7	q007	doc005_p008	8	0.47602024
hybrid_budgetmv_N50_M24_alpha0p7	q007	doc006_p016	9	0.47370224
hybrid_budgetmv_N50_M24_alpha0p7	q007	doc004_p003	10	0.46042329
hybrid_budgetmv_N50_M24_alpha0p7	q008	doc003_p007	1	0.94517623
hybrid_budgetmv_N50_M24_alpha0p7	q008	doc003_p008	2	0.82038377
hybrid_budgetmv_N50_M24_alpha0p7	q008	doc003_p022	3	0.66876144
hybrid_budgetmv_N50_M24_alpha0p7	q008	doc003_p029	4	0.61614569
hybrid_budgetmv_N50_M24_alpha0p7	q008	doc003_p004	5	0.48435443
hybrid_budgetmv_N50_M24_alpha0p7	q008	doc006_p013	6	0.44641762
hybrid_budgetmv_N50_M24_alpha0p7	q008	doc005_p006	7	0.41766540
hybrid_budgetmv_N50_M24_alpha0p7	q008	doc006_p011	8	0.41341356
hybrid_budgetmv_N50_M24_alpha0p7	q008	doc003_p012	9	0.40370865
hybrid_budgetmv_N50_M24_alpha0p7	q008	doc005_p002	10	0.40136479
hybrid_budgetmv_N50_M24_alpha0p7	q009	doc003_p008	1	0.91877577
hybrid_budgetmv_N50_M24_alpha0p7	q009	doc003_p007	2	0.85502718
hybrid_budgetmv_N50_M24_alpha0p7	q009	doc003_p029	3	0.64117371
hybrid_budgetmv_N50_M24_alpha0p7	q009	doc003_p022	4	0.57037696
hybrid_budgetmv_N50_M24_alpha0p7	q009	doc006_p013	5	0.46122437
hybrid_budgetmv_N50_M24_alpha0p7	q009	doc003_p004	6	0.41751348
hybrid_budgetmv_N50_M24_alpha0p7	q009	doc006_p011	7	0.41656881
hybrid_budgetmv_N50_M24_alpha0p7	q009	doc005_p006	8	0.41482434
hybrid_budgetmv_N50_M24_alpha0p7	q009	doc003_p013	9	0.40571994
hybrid_budgetmv_N50_M24_alpha0p7	q009	doc003_p020	10	0.40387598
hybrid_budgetmv_N50_M24_alpha0p7	q010	doc006_p019	1	0.84811022
hybrid_budgetmv_N50_M24_alpha0p7	q010	doc004_p016	2	0.75635747
hybrid_budgetmv_N50_M24_alpha0p7	q010	doc003_p009	3	0.68079683
hybrid_budgetmv_N50_M24_alpha0p7	q010	doc006_p026	4	0.62639306
hybrid_budgetmv_N50_M24_alpha0p7	q010	doc004_p020	5	0.58277925
hybrid_budgetmv_N50_M24_alpha0p7	q010	doc006_p007	6	0.58134589
hybrid_budgetmv_N50_M24_alpha0p7	q010	doc006_p013	7	0.56821564
hybrid_budgetmv_N50_M24_alpha0p7	q010	doc001_p004	8	0.54039183
hybrid_budgetmv_N50_M24_alpha0p7	q010	doc006_p011	9	0.49597098
hybrid_budgetmv_N50_M24_alpha0p7	q010	doc006_p006	10	0.48822964
hybrid_budgetmv_N50_M24_alpha0p7	q011	doc003_p029	1	0.81062969
hybrid_budgetmv_N50_M24_alpha0p7	q011	doc003_p004	2	0.69706442
hybrid_budgetmv_N50_M24_alpha0p7	q011	doc003_p010	3	0.68540733
hybrid_budgetmv_N50_M24_alpha0p7	q011	doc005_p004	4	0.61681750
hybrid_budgetmv_N50_M24_alpha0p7	q011	doc002_p001	5	0.58568076
hybrid_budgetmv_N50_M24_alpha0p7	q011	doc005_p006	6	0.57712644
hybrid_budgetmv_N50_M24_alpha0p7	q011	doc004_p010	7	0.54777681
hybrid_budgetmv_N50_M24_alpha0p7	q011	doc003_p011	8	0.52061380
hybrid_budgetmv_N50_M24_alpha0p7	q011	doc003_p003	9	0.51409224
hybrid_budgetmv_N50_M24_alpha0p7	q011	doc006_p003	10	0.49522923
