run_name	query_id	page_id	rank	score
hybrid_budgetmv_N50_M24_alpha0p6	q001	doc006_p019	1	0.86912438
hybrid_budgetmv_N50_M24_alpha0p6	q001	doc006_p013	2	0.79490075
hybrid_budgetmv_N50_M24_alpha0p6	q001	doc001_p001	3	0.63071152
hybrid_budgetmv_N50_M24_alpha0p6	q001	doc001_p004	4	0.61498362
hybrid_budgetmv_N50_M24_alpha0p6	q001	doc003_p003	5	0.60856603
hybrid_budgetmv_N50_M24_alpha0p6	q001	doc006_p003	6	0.59708513
hybrid_budgetmv_N50_M24_alpha0p6	q001	doc004_p019	7	0.58607072
hybrid_budgetmv_N50_M24_alpha0p6	q001	doc003_p004	8	0.56561138
hybrid_budgetmv_N50_M24_alpha0p6	q001	doc005_p006	9	0.55792188
hybrid_budgetmv_N50_M24_alpha0p6	q001	doc009_p003	10	0.55325509
hybrid_budgetmv_N50_M24_alpha0p6	q002	doc001_p002	1	0.82007476
hybrid_budgetmv_N50_M24_alpha0p6	q002	doc006_p013	2	0.71334586
hybrid_budgetmv_N50_M24_alpha0p6	q002	doc006_p019	3	0.62622937
hybrid_budgetmv_N50_M24_alpha0p6	q002	doc001_p001	4	0.62074112
hybrid_budgetmv_N50_M24_alpha0p6	q002	doc004_p014	5	0.60736026
hybrid_budgetmv_N50_M24_alpha0p6	q002	doc005_p006	6	0.56816578
hybrid_budgetmv_N50_M24_alpha0p6	q002	doc006_p003	7	0.56635686
hybrid_budgetmv_N50_M24_alpha0p6	q002	doc009_p003	8	0.55733441
hybrid_budgetmv_N50_M24_alpha0p6	q002	doc004_p003	9	0.55703745
hybrid_budgetmv_N50_M24_alpha0p6	q002	doc006_p016	10	0.54801794
hybrid_budgetmv_N50_M24_alpha0p6	q003	doc006_p013	1	0.72307838
hybrid_budgetmv_N50_M24_alpha0p6	q003	doc007_p002	2	0.71074900
hybrid_budgetmv_N50_M24_alpha0p6	q003	doc002_p001	3	0.70597430
hybrid_budgetmv_N50_M24_alpha0p6	q003	doc005_p006	4	0.69125999
