run_name	query_id	page_id	rank	score
hybrid_fullmv_N50_alpha0p4	q001	doc006_p019	1	0.84003061
hybrid_fullmv_N50_alpha0p4	q001	doc006_p013	2	0.76607924
hybrid_fullmv_N50_alpha0p4	q001	doc004_p019	3	0.73394390
hybrid_fullmv_N50_alpha0p4	q001	doc003_p004	4	0.61150953
hybrid_fullmv_N50_alpha0p4	q001	doc003_p003	5	0.60915916
hybrid_fullmv_N50_alpha0p4	q001	doc004_p015	6	0.60214167
hybrid_fullmv_N50_alpha0p4	q001	doc001_p002	7	0.58645917
hybrid_fullmv_N50_alpha0p4	q001	doc005_p009	8	0.58485840
hybrid_fullmv_N50_alpha0p4	q001	doc009_p003	9	0.58054965
hybrid_fullmv_N50_alpha0p4	q001	doc006_p008	10	0.57962262
hybrid_fullmv_N50_alpha0p4	q002	doc001_p002	1	0.93633400
hybrid_fullmv_N50_alpha0p4	q002	doc006_p019	2	0.71330427
hybrid_fullmv_N50_alpha0p4	q002	doc006_p013	3	0.66758481
hybrid_fullmv_N50_alpha0p4	q002	doc004_p014	4	0.54421031
hybrid_fullmv_N50_alpha0p4	q002	doc004_p016	5	0.47959201
hybrid_fullmv_N50_alpha0p4	q002	doc004_p003	6	0.46664054
hybrid_fullmv_N50_alpha0p4	q002	doc004_p019	7	0.46520392
hybrid_fullmv_N50_alpha0p4	q002	doc005_p006	8	0.46382816
hybrid_fullmv_N50_alpha0p4	q002	doc006_p009	9	0.44798342
hybrid_fullmv_N50_alpha0p4	q002	doc004_p010	10	0.44511511
hybrid_fullmv_N50_alpha0p4	q003	doc006_p019	1	0.68241811
hybrid_fullmv_N50_alpha0p4	q003	doc001_p002	2	0.67876469
hybrid_fullmv_N50_alpha0p4	q003	doc006_p013	3	0.64632533
hybrid_fullmv_N50_alpha0p4	q003	doc004_p010	4	0.61746056
hybrid_fullmv_N50_alpha0p4	q003	doc005_p006	5	0.61271637
hybrid_fullmv_N50_alpha0p4	q003	doc006_p009	6	0.58451350
hybrid_fullmv_N50_alpha0p4	q003	doc007_p002	7	0.58381902
hybrid_fullmv_N50_alpha0p4	q003	doc005_p001	8	0.54328097
hybrid_fullmv_N50_alpha0p4	q003	doc006_p011	9	0.53118498
hybrid_fullmv_N50_alpha0p4	q003	doc004_p016	10	0.52982537
hybrid_fullmv_N50_alpha0p4	q004	doc001_p004	1	0.67563131
hybrid_fullmv_N50_alpha0p4	q004	doc001_p002	2	0.65801084
hybrid_fullmv_N50_alpha0p4	q004	doc006_p019	3	0.59062313
hybrid_fullmv_N50_alpha0p4	q004	doc005_p006	4	0.59019757
hybrid_fullmv_N50_alpha0p4	q004	doc004_p010	5	0.57600841
hybrid_fullmv_N50_alpha0p4	q004	doc006_p013	6	0.56770426
hybrid_fullmv_N50_alpha0p4	q004	doc004_p003	7	0.55580564
hybrid_fullmv_N50_alpha0p4	q004	doc005_p004	8	0.54632596
hybrid_fullmv_N50_alpha0p4	q004	doc004_p016	9	0.53855492
hybrid_fullmv_N50_alpha0p4	q004	doc004_p009	10	0.53799289
hybrid_fullmv_N50_alpha0p4	q005	doc001_p002	1	0.76471809
hybrid_fullmv_N50_alpha0p4	q005	doc006_p019	2	0.67501293
hybrid_fullmv_N50_alpha0p4	q005	doc006_p013	3	0.66848359
hybrid_fullmv_N50_alpha0p4	q005	doc006_p026	4	0.66777720
hybrid_fullmv_N50_alpha0p4	q005	doc004_p010	5	0.62881031
hybrid_fullmv_N50_alpha0p4	q005	doc004_p016	6	0.60229183
hybrid_fullmv_N50_alpha0p4	q005	doc005_p006	7	0.59025397
hybrid_fullmv_N50_alpha0p4	q005	doc006_p011	8	0.55115641
hybrid_fullmv_N50_alpha0p4	q005	doc007_p002	9	0.53251745
hybrid_fullmv_N50_alpha0p4	q005	doc004_p015	10	0.50988273
hybrid_fullmv_N50_alpha0p4	q006	doc003_p012	1	0.59999999
hybrid_fullmv_N50_alpha0p4	q006	doc004_p011	2	0.53397292
hybrid_fullmv_N50_alpha0p4	q006	doc002_p001	3	0.52224663
hybrid_fullmv_N50_alpha0p4	q006	doc004_p003	4	0.46101417
hybrid_fullmv_N50_alpha0p4	q006	doc003_p013	5	0.45069138
hybrid_fullmv_N50_alpha0p4	q006	doc006_p019	6	0.45009090
hybrid_fullmv_N50_alpha0p4	q006	doc006_p013	7	0.44355470
hybrid_fullmv_N50_alpha0p4	q006	doc008_p003	8	0.43699616
hybrid_fullmv_N50_alpha0p4	q006	doc004_p010	9	0.43568998
hybrid_fullmv_N50_alpha0p4	q006	doc004_p014	10	0.43255103
hybrid_fullmv_N50_alpha0p4	q007	doc006_p019	1	0.92414454
hybrid_fullmv_N50_alpha0p4	q007	doc004_p019	2	0.69456577
hybrid_fullmv_N50_alpha0p4	q007	doc006_p013	3	0.68216759
hybrid_fullmv_N50_alpha0p4	q007	doc006_p002	4	0.67423130
hybrid_fullmv_N50_alpha0p4	q007	doc004_p003	5	0.66292184
hybrid_fullmv_N50_alpha0p4	q007	doc004_p015	6	0.66092303
hybrid_fullmv_N50_alpha0p4	q007	doc004_p014	7	0.62458933
hybrid_fullmv_N50_alpha0p4	q007	doc005_p004	8	0.61712376
hybrid_fullmv_N50_alpha0p4	q007	doc004_p016	9	0.61613503
hybrid_fullmv_N50_alpha0p4	q007	doc005_p006	10	0.61144529
hybrid_fullmv_N50_alpha0p4	q008	doc003_p012	1	0.72143465
hybrid_fullmv_N50_alpha0p4	q008	doc003_p007	2	0.69079731
hybrid_fullmv_N50_alpha0p4	q008	doc003_p008	3	0.61809096
hybrid_fullmv_N50_alpha0p4	q008	doc003_p022	4	0.58475758
hybrid_fullmv_N50_alpha0p4	q008	doc005_p002	5	0.45476113
hybrid_fullmv_N50_alpha0p4	q008	doc003_p029	6	0.45386873
