run_name	query_id	page_id	rank	score
hybrid_fullmv_N50_alpha0p9	q001	doc006_p019	1	0.97333844
hybrid_fullmv_N50_alpha0p9	q001	doc001_p001	2	0.80550627
hybrid_fullmv_N50_alpha0p9	q001	doc006_p013	3	0.73138137
hybrid_fullmv_N50_alpha0p9	q001	doc001_p004	4	0.54884539
hybrid_fullmv_N50_alpha0p9	q001	doc003_p003	5	0.53160627
hybrid_fullmv_N50_alpha0p9	q001	doc006_p003	6	0.52449936
hybrid_fullmv_N50_alpha0p9	q001	doc006_p009	7	0.41299368
hybrid_fullmv_N50_alpha0p9	q001	doc003_p004	8	0.41043181
hybrid_fullmv_N50_alpha0p9	q001	doc005_p009	9	0.40419074
hybrid_fullmv_N50_alpha0p9	q001	doc004_p019	10	0.40137379
hybrid_fullmv_N50_alpha0p9	q002	doc001_p001	1	0.90000000
hybrid_fullmv_N50_alpha0p9	q002	doc001_p002	2	0.85675152
hybrid_fullmv_N50_alpha0p9	q002	doc006_p019	3	0.76185346
hybrid_fullmv_N50_alpha0p9	q002	doc006_p013	4	0.60507953
hybrid_fullmv_N50_alpha0p9	q002	doc001_p005	5	0.51410865
hybrid_fullmv_N50_alpha0p9	q002	doc006_p009	6	0.46860935
hybrid_fullmv_N50_alpha0p9	q002	doc005_p009	7	0.44721012
hybrid_fullmv_N50_alpha0p9	q002	doc006_p003	8	0.44650984
hybrid_fullmv_N50_alpha0p9	q002	doc009_p003	9	0.41820602
hybrid_fullmv_N50_alpha0p9	q002	doc006_p016	10	0.41318603
hybrid_fullmv_N50_alpha0p9	q003	doc002_p001	1	0.91577410
hybrid_fullmv_N50_alpha0p9	q003	doc006_p019	2	0.81145490
hybrid_fullmv_N50_alpha0p9	q003	doc007_p002	3	0.67288242
hybrid_fullmv_N50_alpha0p9	q003	doc006_p013	4	0.62562791
hybrid_fullmv_N50_alpha0p9	q003	doc006_p011	5	0.62070772
hybrid_fullmv_N50_alpha0p9	q003	doc005_p001	6	0.60078908
hybrid_fullmv_N50_alpha0p9	q003	doc006_p009	7	0.54469601
hybrid_fullmv_N50_alpha0p9	q003	doc004_p010	8	0.51904208
hybrid_fullmv_N50_alpha0p9	q003	doc005_p009	9	0.50830833
hybrid_fullmv_N50_alpha0p9	q003	doc005_p006	10	0.50664716
hybrid_fullmv_N50_alpha0p9	q004	doc001_p004	1	0.94593855
hybrid_fullmv_N50_alpha0p9	q004	doc006_p019	2	0.52042682
hybrid_fullmv_N50_alpha0p9	q004	doc006_p003	3	0.34426807
hybrid_fullmv_N50_alpha0p9	q004	doc005_p004	4	0.30633769
hybrid_fullmv_N50_alpha0p9	q004	doc004_p010	5	0.30339072
hybrid_fullmv_N50_alpha0p9	q004	doc005_p006	6	0.29719714
hybrid_fullmv_N50_alpha0p9	q004	doc006_p013	7	0.29452584
hybrid_fullmv_N50_alpha0p9	q004	doc003_p004	8	0.27992681
hybrid_fullmv_N50_alpha0p9	q004	doc004_p019	9	0.27723528
hybrid_fullmv_N50_alpha0p9	q004	doc006_p014	10	0.27285941
hybrid_fullmv_N50_alpha0p9	q005	doc006_p026	1	0.94462953
hybrid_fullmv_N50_alpha0p9	q005	doc006_p019	2	0.79061250
hybrid_fullmv_N50_alpha0p9	q005	doc006_p013	3	0.63396343
hybrid_fullmv_N50_alpha0p9	q005	doc006_p011	4	0.60624859
hybrid_fullmv_N50_alpha0p9	q005	doc007_p002	5	0.53803747
hybrid_fullmv_N50_alpha0p9	q005	doc004_p010	6	0.49470034
hybrid_fullmv_N50_alpha0p9	q005	doc001_p002	7	0.47061572
hybrid_fullmv_N50_alpha0p9	q005	doc001_p001	8	0.46509599
hybrid_fullmv_N50_alpha0p9	q005	doc010_p002	9	0.44124536
hybrid_fullmv_N50_alpha0p9	q005	doc004_p016	10	0.40920104
hybrid_fullmv_N50_alpha0p9	q006	doc002_p001	1	0.92037444
hybrid_fullmv_N50_alpha0p9	q006	doc004_p011	2	0.69177588
hybrid_fullmv_N50_alpha0p9	q006	doc008_p003	3	0.61279499
hybrid_fullmv_N50_alpha0p9	q006	doc006_p019	4	0.51408040
hybrid_fullmv_N50_alpha0p9	q006	doc004_p003	5	0.50408296
hybrid_fullmv_N50_alpha0p9	q006	doc006_p013	6	0.45674374
hybrid_fullmv_N50_alpha0p9	q006	doc004_p014	7	0.44054669
hybrid_fullmv_N50_alpha0p9	q006	doc009_p003	8	0.43717680
hybrid_fullmv_N50_alpha0p9	q006	doc004_p010	9	0.43265106
hybrid_fullmv_N50_alpha0p9	q006	doc004_p019	10	0.42058002
hybrid_fullmv_N50_alpha0p9	q007	doc006_p019	1	0.98735742
hybrid_fullmv_N50_alpha0p9	q007	doc005_p008	2	0.66240807
hybrid_fullmv_N50_alpha0p9	q007	doc002_p001	3	0.64926235
hybrid_fullmv_N50_alpha0p9	q007	doc006_p013	4	0.44274783
hybrid_fullmv_N50_alpha0p9	q007	doc006_p005	5	0.44222823
hybrid_fullmv_N50_alpha0p9	q007	doc006_p008	6	0.43950596
hybrid_fullmv_N50_alpha0p9	q007	doc006_p009	7	0.37798171
hybrid_fullmv_N50_alpha0p9	q007	doc006_p016	8	0.36778703
hybrid_fullmv_N50_alpha0p9	q007	doc005_p009	9	0.35362360
hybrid_fullmv_N50_alpha0p9	q007	doc004_p019	10	0.34877994
hybrid_fullmv_N50_alpha0p9	q008	doc003_p007	1	0.94846622
hybrid_fullmv_N50_alpha0p9	q008	doc003_p008	2	0.83530459
hybrid_fullmv_N50_alpha0p9	q008	doc003_p029	3	0.76156885
hybrid_fullmv_N50_alpha0p9	q008	doc003_p022	4	0.61824260
hybrid_fullmv_N50_alpha0p9	q008	doc003_p004	5	0.38880414
hybrid_fullmv_N50_alpha0p9	q008	doc006_p019	6	0.38701586
hybrid_fullmv_N50_alpha0p9	q008	doc003_p012	7	0.37322797
hybrid_fullmv_N50_alpha0p9	q008	doc006_p013	8	0.35407984
hybrid_fullmv_N50_alpha0p9	q008	doc006_p011	9	0.34513891
hybrid_fullmv_N50_alpha0p9	q008	doc003_p010	10	0.32296542
hybrid_fullmv_N50_alpha0p9	q009	doc003_p008	1	0.94713724
hybrid_fullmv_N50_alpha0p9	q009	doc003_p007	2	0.82563597
hybrid_fullmv_N50_alpha0p9	q009	doc003_p029	3	0.77037232
hybrid_fullmv_N50_alpha0p9	q009	doc003_p022	4	0.48106707
hybrid_fullmv_N50_alpha0p9	q009	doc006_p019	5	0.39024366
hybrid_fullmv_N50_alpha0p9	q009	doc003_p013	6	0.35460194
hybrid_fullmv_N50_alpha0p9	q009	doc006_p013	7	0.35431539
hybrid_fullmv_N50_alpha0p9	q009	doc006_p011	8	0.34050298
hybrid_fullmv_N50_alpha0p9	q009	doc003_p011	9	0.33990812
hybrid_fullmv_N50_alpha0p9	q009	doc003_p020	10	0.32553000
hybrid_fullmv_N50_alpha0p9	q010	doc006_p019	1	0.96988932
hybrid_fullmv_N50_alpha0p9	q010	doc004_p016	2	0.76193058
hybrid_fullmv_N50_alpha0p9	q010	doc003_p009	3	0.64805329
hybrid_fullmv_N50_alpha0p9	q010	doc006_p026	4	0.60683440
hybrid_fullmv_N50_alpha0p9	q010	doc006_p007	5	0.54996416
hybrid_fullmv_N50_alpha0p9	q010	doc004_p020	6	0.54915896
hybrid_fullmv_N50_alpha0p9	q010	doc001_p004	7	0.51975367
hybrid_fullmv_N50_alpha0p9	q010	doc006_p013	8	0.49445453
hybrid_fullmv_N50_alpha0p9	q010	doc002_p001	9	0.47532724
hybrid_fullmv_N50_alpha0p9	q010	doc006_p011	10	0.45871333
hybrid_fullmv_N50_alpha0p9	q011	doc003_p029	1	0.94708989
hybrid_fullmv_N50_alpha0p9	q011	doc003_p010	2	0.79529008
hybrid_fullmv_N50_alpha0p9	q011	doc002_p001	3	0.72449684
hybrid_fullmv_N50_alpha0p9	q011	doc003_p004	4	0.64744842
hybrid_fullmv_N50_alpha0p9	q011	doc003_p011	5	0.54018149
hybrid_fullmv_N50_alpha0p9	q011	doc006_p019	6	0.52826427
hybrid_fullmv_N50_alpha0p9	q011	doc005_p004	7	0.50195221
hybrid_fullmv_N50_alpha0p9	q011	doc003_p012	8	0.47753439
hybrid_fullmv_N50_alpha0p9	q011	doc004_p010	9	0.45121595
hybrid_fullmv_N50_alpha0p9	q011	doc003_p003	10	0.44518068
hybrid_fullmv_N50_alpha0p9	q012	doc003_p029	1	0.94056877
hybrid_fullmv_N50_alpha0p9	q012	doc003_p011	2	0.79498194
hybrid_fullmv_N50_alpha0p9	q012	doc002_p001	3	0.69130276
