query_id,page_id,coarse_rank,fine_rank,bm25_score_raw,mv_score_raw,bm25_score_norm,mv_score_norm,alpha,hybrid_score,hybrid_rank
q001,doc004_p019,16,1,7.05589500,1.23282230,0.33485977,0.99999999,0.2,0.86697195,1
q001,doc006_p019,1,14,15.05430200,0.97452557,1.00000000,0.73338435,0.2,0.78670748,2
q001,doc006_p013,3,6,11.74067500,1.03309250,0.72444180,0.79383753,0.2,0.77995838,3
q001,doc004_p015,26,4,6.32265300,1.05938816,0.27388404,0.82098009,0.2,0.71156088,4
q001,doc006_p008,36,2,5.43510700,1.07069719,0.20007652,0.83265335,0.2,0.70613798,5
q001,doc003_p028,38,3,5.02680900,1.07011628,0.16612283,0.83205373,0.2,0.69886755,6
q001,doc003_p004,8,8,7.48106200,1.01229644,0.37021627,0.77237170,0.2,0.69194061,7
q001,doc006_p002,27,7,6.29075800,1.02268279,0.27123168,0.78309256,0.2,0.68072038,8
q001,doc001_p002,15,10,7.07261200,0.99378622,0.33624994,0.75326532,0.2,0.66986224,9
q001,doc004_p003,28,9,6.21405800,1.00560760,0.26485338,0.76546743,0.2,0.66534462,10
q001,doc009_p003,17,11,7.03525500,0.98625076,0.33314337,0.74548717,0.2,0.66301841,11
q001,doc004_p016,42,5,4.56373600,1.03367424,0.12761411,0.79443801,0.2,0.66107323,12
q001,doc006_p016,20,13,6.96758700,0.98228097,0.32751616,0.74138952,0.2,0.65861485,13
q001,doc005_p009,9,15,7.45509900,0.97065830,0.36805721,0.72939253,0.2,0.65712547,14
q001,doc005_p006,19,17,6.97912500,0.96540755,0.32847565,0.72397267,0.2,0.64487327,15
q001,doc003_p003,6,23,9.23528300,0.91428292,0.51609569,0.67120147,0.2,0.64018031,16
q001,doc003_p021,31,18,5.85077200,0.96106029,0.23464284,0.71948539,0.2,0.62251688,17
q001,doc005_p003,37,16,5.37841300,0.96944505,0.19536190,0.72814020,0.2,0.62158454,18
q001,doc004_p010,33,20,5.60657400,0.95355850,0.21433556,0.71174200,0.2,0.61226071,19
q001,doc006_p009,7,24,7.66040700,0.90707636,0.38513044,0.66376281,0.2,0.60803634,20
q001,doc004_p005,48,12,3.10327600,0.98230082,0.00616359,0.74141001,0.2,0.59436073,21
q001,doc004_p018,46,19,3.89828100,0.95653301,0.07227548,0.71481230,0.2,0.58630494,22
q001,doc004_p009,40,21,4.88125000,0.92304498,0.15401828,0.68024573,0.2,0.57500024,23
q001,doc010_p002,18,27,7.00748000,0.86175323,0.33083363,0.61697997,0.2,0.55975070,24
q001,doc005_p004,13,28,7.16875400,0.85756505,0.34424502,0.61265690,0.2,0.55897452,25
q001,doc006_p003,5,38,9.28121700,0.81212556,0.51991552,0.56575395,0.2,0.55658626,26
q001,doc004_p014,25,29,6.51815400,0.85676211,0.29014172,0.61182810,0.2,0.54749082,27
q001,doc006_p012,47,22,3.40451300,0.91472721,0.03121418,0.67166007,0.2,0.54357089,28
q001,doc007_p001,12,35,7.18752500,0.82978302,0.34580600,0.58398010,0.2,0.53634528,29
q001,doc006_p026,23,32,6.63891800,0.83700591,0.30018435,0.59143562,0.2,0.53318537,30
q001,doc006_p006,22,33,6.74361900,0.83383554,0.30889119,0.58816314,0.2,0.53230875,31
q001,doc001_p004,4,41,9.66284400,0.77127963,0.55165127,0.52359251,0.2,0.52920426,32
q001,doc007_p002,34,30,5.60572000,0.84466016,0.21426454,0.59933639,0.2,0.52232202,33
q001,doc006_p004,41,26,4.68427600,0.86228174,0.13763810,0.61752550,0.2,0.52154802,34
q001,doc006_p010,45,25,3.99528800,0.87383735,0.08034249,0.62945328,0.2,0.51963112,35
q001,doc006_p005,30,37,5.97722600,0.82266188,0.24515864,0.57662961,0.2,0.51033542,36
q001,doc005_p001,35,36,5.44825800,0.82559609,0.20117015,0.57965833,0.2,0.50396069,37
q001,doc004_p013,43,34,4.51841100,0.83027571,0.12384492,0.58448866,0.2,0.49235991,38
