run_name	query_id	page_id	rank	score
hybrid_fullmv_N50_alpha0p5	q001	doc006_p019	1	0.86669218
hybrid_fullmv_N50_alpha0p5	q001	doc006_p013	2	0.75913966
hybrid_fullmv_N50_alpha0p5	q001	doc004_p019	3	0.66742988
hybrid_fullmv_N50_alpha0p5	q001	doc003_p003	4	0.59364858
hybrid_fullmv_N50_alpha0p5	q001	doc003_p004	5	0.57129399
hybrid_fullmv_N50_alpha0p5	q001	doc005_p009	6	0.54872487
hybrid_fullmv_N50_alpha0p5	q001	doc004_p015	7	0.54743206
hybrid_fullmv_N50_alpha0p5	q001	doc001_p002	8	0.54475763
hybrid_fullmv_N50_alpha0p5	q001	doc006_p003	9	0.54283474
hybrid_fullmv_N50_alpha0p5	q001	doc009_p003	10	0.53931527
hybrid_fullmv_N50_alpha0p5	q002	doc001_p002	1	0.92041750
hybrid_fullmv_N50_alpha0p5	q002	doc006_p019	2	0.72301410
hybrid_fullmv_N50_alpha0p5	q002	doc006_p013	3	0.65508375
hybrid_fullmv_N50_alpha0p5	q002	doc004_p014	4	0.51514687
hybrid_fullmv_N50_alpha0p5	q002	doc001_p001	5	0.50000000
hybrid_fullmv_N50_alpha0p5	q002	doc006_p009	6	0.45210860
hybrid_fullmv_N50_alpha0p5	q002	doc004_p003	7	0.44593942
hybrid_fullmv_N50_alpha0p5	q002	doc004_p019	8	0.44305766
hybrid_fullmv_N50_alpha0p5	q002	doc005_p006	9	0.43323618
hybrid_fullmv_N50_alpha0p5	q002	doc004_p016	10	0.43195290
hybrid_fullmv_N50_alpha0p5	q003	doc006_p019	1	0.70822546
hybrid_fullmv_N50_alpha0p5	q003	doc006_p013	2	0.64218585
hybrid_fullmv_N50_alpha0p5	q003	doc007_p002	3	0.60163170
hybrid_fullmv_N50_alpha0p5	q003	doc001_p002	4	0.59845586
hybrid_fullmv_N50_alpha0p5	q003	doc004_p010	5	0.59777686
hybrid_fullmv_N50_alpha0p5	q003	doc005_p006	6	0.59150253
hybrid_fullmv_N50_alpha0p5	q003	doc002_p001	7	0.57887051
hybrid_fullmv_N50_alpha0p5	q003	doc006_p009	8	0.57655000
hybrid_fullmv_N50_alpha0p5	q003	doc005_p001	9	0.55478260
hybrid_fullmv_N50_alpha0p5	q003	doc006_p011	10	0.54908953
hybrid_fullmv_N50_alpha0p5	q004	doc001_p004	1	0.72969276
hybrid_fullmv_N50_alpha0p5	q004	doc006_p019	2	0.57658386
hybrid_fullmv_N50_alpha0p5	q004	doc001_p002	3	0.57251356
hybrid_fullmv_N50_alpha0p5	q004	doc005_p006	4	0.53159748
hybrid_fullmv_N50_alpha0p5	q004	doc004_p010	5	0.52148487
hybrid_fullmv_N50_alpha0p5	q004	doc006_p013	6	0.51306858
hybrid_fullmv_N50_alpha0p5	q004	doc005_p004	7	0.49832831
hybrid_fullmv_N50_alpha0p5	q004	doc004_p003	8	0.49489827
hybrid_fullmv_N50_alpha0p5	q004	doc004_p019	9	0.47894074
hybrid_fullmv_N50_alpha0p5	q004	doc003_p004	10	0.47340464
hybrid_fullmv_N50_alpha0p5	q005	doc006_p026	1	0.72314766
hybrid_fullmv_N50_alpha0p5	q005	doc001_p002	2	0.70589762
hybrid_fullmv_N50_alpha0p5	q005	doc006_p019	3	0.69813284
hybrid_fullmv_N50_alpha0p5	q005	doc006_p013	4	0.66157956
hybrid_fullmv_N50_alpha0p5	q005	doc004_p010	5	0.60198832
hybrid_fullmv_N50_alpha0p5	q005	doc004_p016	6	0.56367367
hybrid_fullmv_N50_alpha0p5	q005	doc006_p011	7	0.56217485
hybrid_fullmv_N50_alpha0p5	q005	doc005_p006	8	0.55122934
hybrid_fullmv_N50_alpha0p5	q005	doc007_p002	9	0.53362145
hybrid_fullmv_N50_alpha0p5	q005	doc010_p002	10	0.49597344
hybrid_fullmv_N50_alpha0p5	q006	doc002_p001	1	0.60187219
hybrid_fullmv_N50_alpha0p5	q006	doc004_p011	2	0.56553352
hybrid_fullmv_N50_alpha0p5	q006	doc003_p012	3	0.49999999
hybrid_fullmv_N50_alpha0p5	q006	doc008_p003	4	0.47215593
hybrid_fullmv_N50_alpha0p5	q006	doc004_p003	5	0.46962793
hybrid_fullmv_N50_alpha0p5	q006	doc006_p019	6	0.46288880
hybrid_fullmv_N50_alpha0p5	q006	doc006_p013	7	0.44619251
hybrid_fullmv_N50_alpha0p5	q006	doc004_p010	8	0.43508220
hybrid_fullmv_N50_alpha0p5	q006	doc004_p014	9	0.43415017
hybrid_fullmv_N50_alpha0p5	q006	doc004_p019	10	0.41271015
hybrid_fullmv_N50_alpha0p5	q007	doc006_p019	1	0.93678712
hybrid_fullmv_N50_alpha0p5	q007	doc006_p013	2	0.63428363
hybrid_fullmv_N50_alpha0p5	q007	doc004_p019	3	0.62540861
hybrid_fullmv_N50_alpha0p5	q007	doc006_p002	4	0.60877612
hybrid_fullmv_N50_alpha0p5	q007	doc004_p003	5	0.59398012
hybrid_fullmv_N50_alpha0p5	q007	doc005_p008	6	0.59192465
hybrid_fullmv_N50_alpha0p5	q007	doc004_p015	7	0.57615379
hybrid_fullmv_N50_alpha0p5	q007	doc004_p014	8	0.56517326
hybrid_fullmv_N50_alpha0p5	q007	doc005_p004	9	0.55873591
hybrid_fullmv_N50_alpha0p5	q007	doc006_p008	10	0.55858600
hybrid_fullmv_N50_alpha0p5	q008	doc003_p007	1	0.74233109
hybrid_fullmv_N50_alpha0p5	q008	doc003_p008	2	0.66153368
hybrid_fullmv_N50_alpha0p5	q008	doc003_p012	3	0.65179331
hybrid_fullmv_N50_alpha0p5	q008	doc003_p022	4	0.59145458
hybrid_fullmv_N50_alpha0p5	q008	doc003_p029	5	0.51540875
hybrid_fullmv_N50_alpha0p5	q008	doc003_p004	6	0.42311479
hybrid_fullmv_N50_alpha0p5	q008	doc006_p019	7	0.41555312
hybrid_fullmv_N50_alpha0p5	q008	doc006_p013	8	0.40813521
hybrid_fullmv_N50_alpha0p5	q008	doc005_p006	9	0.40733037
hybrid_fullmv_N50_alpha0p5	q008	doc005_p002	10	0.40310208
hybrid_fullmv_N50_alpha0p5	q009	doc003_p008	1	0.73568621
hybrid_fullmv_N50_alpha0p5	q009	doc003_p007	2	0.68421122
hybrid_fullmv_N50_alpha0p5	q009	doc003_p012	3	0.56026716
hybrid_fullmv_N50_alpha0p5	q009	doc003_p022	4	0.52384539
