run_name	query_id	page_id	rank	score
hybrid_budgetmv_N50_M24_alpha0p3	q001	doc006_p013	1	0.84774496
hybrid_budgetmv_N50_M24_alpha0p3	q001	doc004_p019	2	0.77447894
hybrid_budgetmv_N50_M24_alpha0p3	q001	doc006_p019	3	0.77096766
hybrid_budgetmv_N50_M24_alpha0p3	q001	doc006_p008	4	0.76002295
hybrid_budgetmv_N50_M24_alpha0p3	q001	doc006_p002	5	0.74734603
hybrid_budgetmv_N50_M24_alpha0p3	q001	doc005_p006	6	0.73000656
hybrid_budgetmv_N50_M24_alpha0p3	q001	doc009_p003	7	0.71833887
hybrid_budgetmv_N50_M24_alpha0p3	q001	doc003_p004	8	0.71215771
hybrid_budgetmv_N50_M24_alpha0p3	q001	doc004_p003	9	0.70883940
hybrid_budgetmv_N50_M24_alpha0p3	q001	doc006_p016	10	0.69109430
hybrid_budgetmv_N50_M24_alpha0p3	q002	doc001_p002	1	0.80450456
hybrid_budgetmv_N50_M24_alpha0p3	q002	doc006_p013	2	0.80392140
hybrid_budgetmv_N50_M24_alpha0p3	q002	doc004_p014	3	0.78550822
hybrid_budgetmv_N50_M24_alpha0p3	q002	doc005_p006	4	0.78408288
hybrid_budgetmv_N50_M24_alpha0p3	q002	doc004_p003	5	0.71799017
hybrid_budgetmv_N50_M24_alpha0p3	q002	doc004_p019	6	0.69834122
hybrid_budgetmv_N50_M24_alpha0p3	q002	doc004_p005	7	0.67863341
hybrid_budgetmv_N50_M24_alpha0p3	q002	doc004_p010	8	0.67729096
hybrid_budgetmv_N50_M24_alpha0p3	q002	doc006_p002	9	0.67023692
hybrid_budgetmv_N50_M24_alpha0p3	q002	doc009_p003	10	0.66302399
hybrid_budgetmv_N50_M24_alpha0p3	q003	doc005_p006	1	0.84562999
hybrid_budgetmv_N50_M24_alpha0p3	q003	doc006_p013	2	0.79927084
hybrid_budgetmv_N50_M24_alpha0p3	q003	doc004_p010	3	0.78104137
hybrid_budgetmv_N50_M24_alpha0p3	q003	doc007_p002	4	0.72578943
hybrid_budgetmv_N50_M24_alpha0p3	q003	doc006_p016	5	0.71066162
hybrid_budgetmv_N50_M24_alpha0p3	q003	doc005_p001	6	0.70238409
hybrid_budgetmv_N50_M24_alpha0p3	q003	doc003_p004	7	0.69031333
