run_name	query_id	page_id	rank	score
hybrid_fullmv_N50_alpha1p0	q001	doc006_p019	1	1.00000000
hybrid_fullmv_N50_alpha1p0	q001	doc001_p001	2	0.88666938
hybrid_fullmv_N50_alpha1p0	q001	doc006_p013	3	0.72444180
hybrid_fullmv_N50_alpha1p0	q001	doc001_p004	4	0.55165127
hybrid_fullmv_N50_alpha1p0	q001	doc006_p003	5	0.51991552
hybrid_fullmv_N50_alpha1p0	q001	doc003_p003	6	0.51609569
hybrid_fullmv_N50_alpha1p0	q001	doc006_p009	7	0.38513044
hybrid_fullmv_N50_alpha1p0	q001	doc003_p004	8	0.37021627
hybrid_fullmv_N50_alpha1p0	q001	doc005_p009	9	0.36805721
hybrid_fullmv_N50_alpha1p0	q001	doc002_p001	10	0.35041701
hybrid_fullmv_N50_alpha1p0	q002	doc001_p001	1	1.00000000
hybrid_fullmv_N50_alpha1p0	q002	doc001_p002	2	0.84083502
hybrid_fullmv_N50_alpha1p0	q002	doc006_p019	3	0.77156330
hybrid_fullmv_N50_alpha1p0	q002	doc006_p013	4	0.59257847
hybrid_fullmv_N50_alpha1p0	q002	doc001_p005	5	0.54259679
hybrid_fullmv_N50_alpha1p0	q002	doc006_p009	6	0.47273454
hybrid_fullmv_N50_alpha1p0	q002	doc005_p009	7	0.45423846
hybrid_fullmv_N50_alpha1p0	q002	doc006_p003	8	0.45110903
hybrid_fullmv_N50_alpha1p0	q002	doc009_p003	9	0.41641497
hybrid_fullmv_N50_alpha1p0	q002	doc010_p002	10	0.41391274
hybrid_fullmv_N50_alpha1p0	q003	doc002_p001	1	1.00000000
hybrid_fullmv_N50_alpha1p0	q003	doc006_p019	2	0.83726226
hybrid_fullmv_N50_alpha1p0	q003	doc007_p002	3	0.69069510
hybrid_fullmv_N50_alpha1p0	q003	doc006_p011	4	0.63861227
hybrid_fullmv_N50_alpha1p0	q003	doc006_p013	5	0.62148843
hybrid_fullmv_N50_alpha1p0	q003	doc005_p001	6	0.61229070
