query_id,page_id,score,run_name,compression,query_file,page_file
q001,doc003_p004,0.25330716371536255,w6_N10_M8_none,None,artifacts\embeddings\full_multivector\queries\q001.npy,artifacts\embeddings\token_selection\pages_M8\doc003_p004.npy
q001,doc001_p004,0.014362085610628128,w6_N10_M8_none,None,artifacts\embeddings\full_multivector\queries\q001.npy,artifacts\embeddings\token_selection\pages_M8\doc001_p004.npy
q001,doc006_p008,-0.19423101842403412,w6_N10_M8_none,None,artifacts\embeddings\full_multivector\queries\q001.npy,artifacts\embeddings\token_selection\pages_M8\doc006_p008.npy
q001,doc008_p001,0.5474579930305481,w6_N10_M8_none,None,artifacts\embeddings\full_multivector\queries\q001.npy,artifacts\embeddings\token_selection\pages_M8\doc008_p001.npy
q001,doc001_p003,-0.3741932511329651,w6_N10_M8_none,None,artifacts\embeddings\full_multivector\queries\q001.npy,artifacts\embeddings\token_selection\pages_M8\doc001_p003.npy
q001,doc001_p001,-0.1785421073436737,w6_N10_M8_none,None,artifacts\embeddings\full_multivector\queries\q001.npy,artifacts\embeddings\token_selection\pages_M8\doc001_p001.npy
q001,doc009_p001,-0.06316263973712921,w6_N10_M8_none,None,artifacts\embeddings\full_multivector\queries\q001.npy,artifacts\embeddings\token_selection\pages_M8\doc009_p001.npy
q001,doc006_p019,0.3093327283859253,w6_N10_M8_none,None,artifacts\embeddings\full_multivector\queries\q001.npy,artifacts\embeddings\token_selection\pages_M8\doc006_p019.npy
q001,doc008_p002,-0.6746413111686707,w6_N10_M8_none,None,artifacts\embeddings\full_multivector\queries\q001.npy,artifacts\embeddings\token_selection\pages_M8\doc008_p002.npy
q001,doc006_p027,0.537106454372406,w6_N10_M8_none,None,artifacts\embeddings\full_multivector\queries\q001.npy,artifacts\embeddings\token_selection\pages_M8\doc006_p027.npy
q002,doc006_p010,-0.555336058139801,w6_N10_M8_none,None,artifacts\embeddings\full_multivector\queries\q002.npy,artifacts\embeddings\token_selection\pages_M8\doc006_p010.npy
q002,doc004_p009,-0.8390856385231018,w6_N10_M8_none,None,artifacts\embeddings\full_multivector\queries\q002.npy,artifacts\embeddings\token_selection\pages_M8\doc004_p009.npy
q002,doc004_p010,-0.7270333170890808,w6_N10_M8_none,None,artifacts\embeddings\full_multivector\queries\q002.npy,artifacts\embeddings\token_selection\pages_M8\doc004_p010.npy
q002,doc006_p020,-0.8302593231201172,w6_N10_M8_none,None,artifacts\embeddings\full_multivector\queries\q002.npy,artifacts\embeddings\token_selection\pages_M8\doc006_p020.npy
q002,doc006_p013,-0.5646940469741821,w6_N10_M8_none,None,artifacts\embeddings\full_multivector\queries\q002.npy,artifacts\embeddings\token_selection\pages_M8\doc006_p013.npy
q002,doc006_p012,-0.5822411775588989,w6_N10_M8_none,None,artifacts\embeddings\full_multivector\queries\q002.npy,artifacts\embeddings\token_selection\pages_M8\doc006_p012.npy
q002,doc007_p001,-0.7853572964668274,w6_N10_M8_none,None,artifacts\embeddings\full_multivector\queries\q002.npy,artifacts\embeddings\token_selection\pages_M8\doc007_p001.npy
q002,doc006_p021,-0.5659448504447937,w6_N10_M8_none,None,artifacts\embeddings\full_multivector\queries\q002.npy,artifacts\embeddings\token_selection\pages_M8\doc006_p021.npy
q002,doc003_p022,-0.5472331643104553,w6_N10_M8_none,None,artifacts\embeddings\full_multivector\queries\q002.npy,artifacts\embeddings\token_selection\pages_M8\doc003_p022.npy
q002,doc001_p002,-0.3484264612197876,w6_N10_M8_none,None,artifacts\embeddings\full_multivector\queries\q002.npy,artifacts\embeddings\token_selection\pages_M8\doc001_p002.npy
q003,doc006_p010,-0.7381495833396912,w6_N10_M8_none,None,artifacts\embeddings\full_multivector\queries\q003.npy,artifacts\embeddings\token_selection\pages_M8\doc006_p010.npy
q003,doc007_p001,-1.039049744606018,w6_N10_M8_none,None,artifacts\embeddings\full_multivector\queries\q003.npy,artifacts\embeddings\token_selection\pages_M8\doc007_p001.npy
q003,doc006_p009,-0.5799981355667114,w6_N10_M8_none,None,artifacts\embeddings\full_multivector\queries\q003.npy,artifacts\embeddings\token_selection\pages_M8\doc006_p009.npy
q003,doc006_p007,-0.5490575432777405,w6_N10_M8_none,None,artifacts\embeddings\full_multivector\queries\q003.npy,artifacts\embeddings\token_selection\pages_M8\doc006_p007.npy
q003,doc001_p004,-0.9067151546478271,w6_N10_M8_none,None,artifacts\embeddings\full_multivector\queries\q003.npy,artifacts\embeddings\token_selection\pages_M8\doc001_p004.npy
q003,doc003_p013,-0.6622331142425537,w6_N10_M8_none,None,artifacts\embeddings\full_multivector\queries\q003.npy,artifacts\embeddings\token_selection\pages_M8\doc003_p013.npy
q003,doc004_p007,-0.5482807755470276,w6_N10_M8_none,None,artifacts\embeddings\full_multivector\queries\q003.npy,artifacts\embeddings\token_selection\pages_M8\doc004_p007.npy
q003,doc006_p024,-0.434562623500824,w6_N10_M8_none,None,artifacts\embeddings\full_multivector\queries\q003.npy,artifacts\embeddings\token_selection\pages_M8\doc006_p024.npy
q003,doc006_p008,-0.9999508857727051,w6_N10_M8_none,None,artifacts\embeddings\full_multivector\queries\q003.npy,artifacts\embeddings\token_selection\pages_M8\doc006_p008.npy
q003,doc001_p003,-1.262181043624878,w6_N10_M8_none,None,artifacts\embeddings\full_multivector\queries\q003.npy,artifacts\embeddings\token_selection\pages_M8\doc001_p003.npy
q004,doc006_p013,-0.10114550590515137,w6_N10_M8_none,None,artifacts\embeddings\full_multivector\queries\q004.npy,artifacts\embeddings\token_selection\pages_M8\doc006_p013.npy
q004,doc010_p001,-0.3408617377281189,w6_N10_M8_none,None,artifacts\embeddings\full_multivector\queries\q004.npy,artifacts\embeddings\token_selection\pages_M8\doc010_p001.npy
q004,doc007_p001,-0.371769517660141,w6_N10_M8_none,None,artifacts\embeddings\full_multivector\queries\q004.npy,artifacts\embeddings\token_selection\pages_M8\doc007_p001.npy
q004,doc003_p009,-0.00724685937166214,w6_N10_M8_none,None,artifacts\embeddings\full_multivector\queries\q004.npy,artifacts\embeddings\token_selection\pages_M8\doc003_p009.npy
q004,doc006_p021,0.14841049909591675,w6_N10_M8_none,None,artifacts\embeddings\full_multivector\queries\q004.npy,artifacts\embeddings\token_selection\pages_M8\doc006_p021.npy
q004,doc001_p004,-0.5195720195770264,w6_N10_M8_none,None,artifacts\embeddings\full_multivector\queries\q004.npy,artifacts\embeddings\token_selection\pages_M8\doc001_p004.npy
q004,doc001_p002,0.008985068649053574,w6_N10_M8_none,None,artifacts\embeddings\full_multivector\queries\q004.npy,artifacts\embeddings\token_selection\pages_M8\doc001_p002.npy
q004,doc001_p003,-0.5034135580062866,w6_N10_M8_none,None,artifacts\embeddings\full_multivector\queries\q004.npy,artifacts\embeddings\token_selection\pages_M8\doc001_p003.npy
q004,doc007_p002,0.16081662476062775,w6_N10_M8_none,None,artifacts\embeddings\full_multivector\queries\q004.npy,artifacts\embeddings\token_selection\pages_M8\doc007_p002.npy
q004,doc006_p020,-0.004083501175045967,w6_N10_M8_none,None,artifacts\embeddings\full_multivector\queries\q004.npy,artifacts\embeddings\token_selection\pages_M8\doc006_p020.npy
q005,doc004_p012,-0.19839230179786682,w6_N10_M8_none,None,artifacts\embeddings\full_multivector\queries\q005.npy,artifacts\embeddings\token_selection\pages_M8\doc004_p012.npy
q005,doc006_p012,-0.21657979488372803,w6_N10_M8_none,None,artifacts\embeddings\full_multivector\queries\q005.npy,artifacts\embeddings\token_selection\pages_M8\doc006_p012.npy
q005,doc006_p010,-0.24433159828186035,w6_N10_M8_none,None,artifacts\embeddings\full_multivector\queries\q005.npy,artifacts\embeddings\token_selection\pages_M8\doc006_p010.npy
q005,doc005_p002,-0.5048433542251587,w6_N10_M8_none,None,artifacts\embeddings\full_multivector\queries\q005.npy,artifacts\embeddings\token_selection\pages_M8\doc005_p002.npy
q005,doc005_p008,-0.2928851842880249,w6_N10_M8_none,None,artifacts\embeddings\full_multivector\queries\q005.npy,artifacts\embeddings\token_selection\pages_M8\doc005_p008.npy
q005,doc004_p006,-0.12572209537029266,w6_N10_M8_none,None,artifacts\embeddings\full_multivector\queries\q005.npy,artifacts\embeddings\token_selection\pages_M8\doc004_p006.npy
q005,doc003_p024,-0.3407995104789734,w6_N10_M8_none,None,artifacts\embeddings\full_multivector\queries\q005.npy,artifacts\embeddings\token_selection\pages_M8\doc003_p024.npy
q005,doc006_p021,-0.2713695764541626,w6_N10_M8_none,None,artifacts\embeddings\full_multivector\queries\q005.npy,artifacts\embeddings\token_selection\pages_M8\doc006_p021.npy
q005,doc004_p011,-0.6120660901069641,w6_N10_M8_none,None,artifacts\embeddings\full_multivector\queries\q005.npy,artifacts\embeddings\token_selection\pages_M8\doc004_p011.npy
