query_id,page_id,score,run_name,compression,query_file,page_file
q001,doc003_p004,0.3216440975666046,w6_N10_M8_ivf_pq,IVF+PQ,artifacts\embeddings\full_multivector\queries\q001.npy,artifacts\embeddings\joint_compression\pages_M8_ivf_pq\doc003_p004.npy
q001,doc001_p004,-0.3632518947124481,w6_N10_M8_ivf_pq,IVF+PQ,artifacts\embeddings\full_multivector\queries\q001.npy,artifacts\embeddings\joint_compression\pages_M8_ivf_pq\doc001_p004.npy
q001,doc006_p008,-0.360379695892334,w6_N10_M8_ivf_pq,IVF+PQ,artifacts\embeddings\full_multivector\queries\q001.npy,artifacts\embeddings\joint_compression\pages_M8_ivf_pq\doc006_p008.npy
q001,doc008_p001,0.43575066328048706,w6_N10_M8_ivf_pq,IVF+PQ,artifacts\embeddings\full_multivector\queries\q001.npy,artifacts\embeddings\joint_compression\pages_M8_ivf_pq\doc008_p001.npy
q001,doc001_p003,-0.539598822593689,w6_N10_M8_ivf_pq,IVF+PQ,artifacts\embeddings\full_multivector\queries\q001.npy,artifacts\embeddings\joint_compression\pages_M8_ivf_pq\doc001_p003.npy
q001,doc001_p001,-0.047262586653232574,w6_N10_M8_ivf_pq,IVF+PQ,artifacts\embeddings\full_multivector\queries\q001.npy,artifacts\embeddings\joint_compression\pages_M8_ivf_pq\doc001_p001.npy
q001,doc009_p001,-0.3475766181945801,w6_N10_M8_ivf_pq,IVF+PQ,artifacts\embeddings\full_multivector\queries\q001.npy,artifacts\embeddings\joint_compression\pages_M8_ivf_pq\doc009_p001.npy
q001,doc006_p019,0.10588708519935608,w6_N10_M8_ivf_pq,IVF+PQ,artifacts\embeddings\full_multivector\queries\q001.npy,artifacts\embeddings\joint_compression\pages_M8_ivf_pq\doc006_p019.npy
q001,doc008_p002,-0.6523146033287048,w6_N10_M8_ivf_pq,IVF+PQ,artifacts\embeddings\full_multivector\queries\q001.npy,artifacts\embeddings\joint_compression\pages_M8_ivf_pq\doc008_p002.npy
q001,doc006_p027,0.48241668939590454,w6_N10_M8_ivf_pq,IVF+PQ,artifacts\embeddings\full_multivector\queries\q001.npy,artifacts\embeddings\joint_compression\pages_M8_ivf_pq\doc006_p027.npy
q002,doc006_p010,-0.5558164715766907,w6_N10_M8_ivf_pq,IVF+PQ,artifacts\embeddings\full_multivector\queries\q002.npy,artifacts\embeddings\joint_compression\pages_M8_ivf_pq\doc006_p010.npy
q002,doc004_p009,-0.9999688267707825,w6_N10_M8_ivf_pq,IVF+PQ,artifacts\embeddings\full_multivector\queries\q002.npy,artifacts\embeddings\joint_compression\pages_M8_ivf_pq\doc004_p009.npy
q002,doc004_p010,-0.8149644732475281,w6_N10_M8_ivf_pq,IVF+PQ,artifacts\embeddings\full_multivector\queries\q002.npy,artifacts\embeddings\joint_compression\pages_M8_ivf_pq\doc004_p010.npy
q002,doc006_p020,-0.6792745590209961,w6_N10_M8_ivf_pq,IVF+PQ,artifacts\embeddings\full_multivector\queries\q002.npy,artifacts\embeddings\joint_compression\pages_M8_ivf_pq\doc006_p020.npy
q002,doc006_p013,-0.8028989434242249,w6_N10_M8_ivf_pq,IVF+PQ,artifacts\embeddings\full_multivector\queries\q002.npy,artifacts\embeddings\joint_compression\pages_M8_ivf_pq\doc006_p013.npy
q002,doc006_p012,-0.43251311779022217,w6_N10_M8_ivf_pq,IVF+PQ,artifacts\embeddings\full_multivector\queries\q002.npy,artifacts\embeddings\joint_compression\pages_M8_ivf_pq\doc006_p012.npy
q002,doc007_p001,-1.1863977909088135,w6_N10_M8_ivf_pq,IVF+PQ,artifacts\embeddings\full_multivector\queries\q002.npy,artifacts\embeddings\joint_compression\pages_M8_ivf_pq\doc007_p001.npy
q002,doc006_p021,-0.5155300498008728,w6_N10_M8_ivf_pq,IVF+PQ,artifacts\embeddings\full_multivector\queries\q002.npy,artifacts\embeddings\joint_compression\pages_M8_ivf_pq\doc006_p021.npy
q002,doc003_p022,-0.5944029688835144,w6_N10_M8_ivf_pq,IVF+PQ,artifacts\embeddings\full_multivector\queries\q002.npy,artifacts\embeddings\joint_compression\pages_M8_ivf_pq\doc003_p022.npy
q002,doc001_p002,-1.1144651174545288,w6_N10_M8_ivf_pq,IVF+PQ,artifacts\embeddings\full_multivector\queries\q002.npy,artifacts\embeddings\joint_compression\pages_M8_ivf_pq\doc001_p002.npy
q003,doc006_p010,-0.6720734238624573,w6_N10_M8_ivf_pq,IVF+PQ,artifacts\embeddings\full_multivector\queries\q003.npy,artifacts\embeddings\joint_compression\pages_M8_ivf_pq\doc006_p010.npy
q003,doc007_p001,-1.2781713008880615,w6_N10_M8_ivf_pq,IVF+PQ,artifacts\embeddings\full_multivector\queries\q003.npy,artifacts\embeddings\joint_compression\pages_M8_ivf_pq\doc007_p001.npy
q003,doc006_p009,-0.780047595500946,w6_N10_M8_ivf_pq,IVF+PQ,artifacts\embeddings\full_multivector\queries\q003.npy,artifacts\embeddings\joint_compression\pages_M8_ivf_pq\doc006_p009.npy
