query_id,page_id,score,run_name,compression,query_file,page_file
q001,doc003_p004,0.44824644923210144,w6_N10_M16_opq_pq,OPQ+PQ,artifacts\embeddings\full_multivector\queries\q001.npy,artifacts\embeddings\joint_compression\pages_M16_opq_pq\doc003_p004.npy
q001,doc001_p004,-0.13556715846061707,w6_N10_M16_opq_pq,OPQ+PQ,artifacts\embeddings\full_multivector\queries\q001.npy,artifacts\embeddings\joint_compression\pages_M16_opq_pq\doc001_p004.npy
q001,doc006_p008,0.3773391842842102,w6_N10_M16_opq_pq,OPQ+PQ,artifacts\embeddings\full_multivector\queries\q001.npy,artifacts\embeddings\joint_compression\pages_M16_opq_pq\doc006_p008.npy
q001,doc008_p001,0.44513174891471863,w6_N10_M16_opq_pq,OPQ+PQ,artifacts\embeddings\full_multivector\queries\q001.npy,artifacts\embeddings\joint_compression\pages_M16_opq_pq\doc008_p001.npy
q001,doc001_p003,-0.47489288449287415,w6_N10_M16_opq_pq,OPQ+PQ,artifacts\embeddings\full_multivector\queries\q001.npy,artifacts\embeddings\joint_compression\pages_M16_opq_pq\doc001_p003.npy
q001,doc001_p001,0.015319183468818665,w6_N10_M16_opq_pq,OPQ+PQ,artifacts\embeddings\full_multivector\queries\q001.npy,artifacts\embeddings\joint_compression\pages_M16_opq_pq\doc001_p001.npy
q001,doc009_p001,-0.1708894819021225,w6_N10_M16_opq_pq,OPQ+PQ,artifacts\embeddings\full_multivector\queries\q001.npy,artifacts\embeddings\joint_compression\pages_M16_opq_pq\doc009_p001.npy
q001,doc006_p019,0.22838973999023438,w6_N10_M16_opq_pq,OPQ+PQ,artifacts\embeddings\full_multivector\queries\q001.npy,artifacts\embeddings\joint_compression\pages_M16_opq_pq\doc006_p019.npy
q001,doc008_p002,-0.5140615701675415,w6_N10_M16_opq_pq,OPQ+PQ,artifacts\embeddings\full_multivector\queries\q001.npy,artifacts\embeddings\joint_compression\pages_M16_opq_pq\doc008_p002.npy
q001,doc006_p027,0.43308788537979126,w6_N10_M16_opq_pq,OPQ+PQ,artifacts\embeddings\full_multivector\queries\q001.npy,artifacts\embeddings\joint_compression\pages_M16_opq_pq\doc006_p027.npy
q002,doc006_p010,-0.6995372176170349,w6_N10_M16_opq_pq,OPQ+PQ,artifacts\embeddings\full_multivector\queries\q002.npy,artifacts\embeddings\joint_compression\pages_M16_opq_pq\doc006_p010.npy
q002,doc004_p009,-1.033513069152832,w6_N10_M16_opq_pq,OPQ+PQ,artifacts\embeddings\full_multivector\queries\q002.npy,artifacts\embeddings\joint_compression\pages_M16_opq_pq\doc004_p009.npy
