query_id,page_id,score,run_name,compression,query_file,page_file
q001,doc003_p004,0.6954385042190552,w6_N10_M24_ivf_opq_pq,IVF+OPQ+PQ,artifacts\embeddings\full_multivector\queries\q001.npy,artifacts\embeddings\joint_compression\pages_M24_ivf_opq_pq\doc003_p004.npy
q001,doc001_p004,0.8015788197517395,w6_N10_M24_ivf_opq_pq,IVF+OPQ+PQ,artifacts\embeddings\full_multivector\queries\q001.npy,artifacts\embeddings\joint_compression\pages_M24_ivf_opq_pq\doc001_p004.npy
q001,doc006_p008,0.7873504757881165,w6_N10_M24_ivf_opq_pq,IVF+OPQ+PQ,artifacts\embeddings\full_multivector\queries\q001.npy,artifacts\embeddings\joint_compression\pages_M24_ivf_opq_pq\doc006_p008.npy
q001,doc008_p001,0.6393792629241943,w6_N10_M24_ivf_opq_pq,IVF+OPQ+PQ,artifacts\embeddings\full_multivector\queries\q001.npy,artifacts\embeddings\joint_compression\pages_M24_ivf_opq_pq\doc008_p001.npy
q001,doc001_p003,-0.17272695899009705,w6_N10_M24_ivf_opq_pq,IVF+OPQ+PQ,artifacts\embeddings\full_multivector\queries\q001.npy,artifacts\embeddings\joint_compression\pages_M24_ivf_opq_pq\doc001_p003.npy
q001,doc001_p001,0.29587990045547485,w6_N10_M24_ivf_opq_pq,IVF+OPQ+PQ,artifacts\embeddings\full_multivector\queries\q001.npy,artifacts\embeddings\joint_compression\pages_M24_ivf_opq_pq\doc001_p001.npy
q001,doc009_p001,-0.22291579842567444,w6_N10_M24_ivf_opq_pq,IVF+OPQ+PQ,artifacts\embeddings\full_multivector\queries\q001.npy,artifacts\embeddings\joint_compression\pages_M24_ivf_opq_pq\doc009_p001.npy
q001,doc006_p019,0.7297582030296326,w6_N10_M24_ivf_opq_pq,IVF+OPQ+PQ,artifacts\embeddings\full_multivector\queries\q001.npy,artifacts\embeddings\joint_compression\pages_M24_ivf_opq_pq\doc006_p019.npy
q001,doc008_p002,-0.3183366358280182,w6_N10_M24_ivf_opq_pq,IVF+OPQ+PQ,artifacts\embeddings\full_multivector\queries\q001.npy,artifacts\embeddings\joint_compression\pages_M24_ivf_opq_pq\doc008_p002.npy
q001,doc006_p027,0.6711603999137878,w6_N10_M24_ivf_opq_pq,IVF+OPQ+PQ,artifacts\embeddings\full_multivector\queries\q001.npy,artifacts\embeddings\joint_compression\pages_M24_ivf_opq_pq\doc006_p027.npy
q002,doc006_p010,-0.5944933891296387,w6_N10_M24_ivf_opq_pq,IVF+OPQ+PQ,artifacts\embeddings\full_multivector\queries\q002.npy,artifacts\embeddings\joint_compression\pages_M24_ivf_opq_pq\doc006_p010.npy
q002,doc004_p009,-0.6743949055671692,w6_N10_M24_ivf_opq_pq,IVF+OPQ+PQ,artifacts\embeddings\full_multivector\queries\q002.npy,artifacts\embeddings\joint_compression\pages_M24_ivf_opq_pq\doc004_p009.npy
q002,doc004_p010,-0.5517335534095764,w6_N10_M24_ivf_opq_pq,IVF+OPQ+PQ,artifacts\embeddings\full_multivector\queries\q002.npy,artifacts\embeddings\joint_compression\pages_M24_ivf_opq_pq\doc004_p010.npy
q002,doc006_p020,-0.7096943855285645,w6_N10_M24_ivf_opq_pq,IVF+OPQ+PQ,artifacts\embeddings\full_multivector\queries\q002.npy,artifacts\embeddings\joint_compression\pages_M24_ivf_opq_pq\doc006_p020.npy
q002,doc006_p013,-0.37976816296577454,w6_N10_M24_ivf_opq_pq,IVF+OPQ+PQ,artifacts\embeddings\full_multivector\queries\q002.npy,artifacts\embeddings\joint_compression\pages_M24_ivf_opq_pq\doc006_p013.npy
q002,doc006_p012,-0.535995364189148,w6_N10_M24_ivf_opq_pq,IVF+OPQ+PQ,artifacts\embeddings\full_multivector\queries\q002.npy,artifacts\embeddings\joint_compression\pages_M24_ivf_opq_pq\doc006_p012.npy
q002,doc007_p001,-0.9673916101455688,w6_N10_M24_ivf_opq_pq,IVF+OPQ+PQ,artifacts\embeddings\full_multivector\queries\q002.npy,artifacts\embeddings\joint_compression\pages_M24_ivf_opq_pq\doc007_p001.npy
q002,doc006_p021,-0.5769891738891602,w6_N10_M24_ivf_opq_pq,IVF+OPQ+PQ,artifacts\embeddings\full_multivector\queries\q002.npy,artifacts\embeddings\joint_compression\pages_M24_ivf_opq_pq\doc006_p021.npy
q002,doc003_p022,-0.8081657886505127,w6_N10_M24_ivf_opq_pq,IVF+OPQ+PQ,artifacts\embeddings\full_multivector\queries\q002.npy,artifacts\embeddings\joint_compression\pages_M24_ivf_opq_pq\doc003_p022.npy
