q001	Q0	doc006_p019	1	0.548006	dense_text_baseline_v1
q001	Q0	doc006_p027	2	0.449435	dense_text_baseline_v1
q001	Q0	doc001_p004	3	0.419762	dense_text_baseline_v1
q001	Q0	doc009_p003	4	0.419561	dense_text_baseline_v1
q001	Q0	doc001_p005	5	0.381774	dense_text_baseline_v1
q001	Q0	doc001_p001	6	0.380983	dense_text_baseline_v1
q001	Q0	doc006_p008	7	0.371128	dense_text_baseline_v1
q001	Q0	doc006_p026	8	0.362623	dense_text_baseline_v1
q001	Q0	doc005_p008	9	0.358616	dense_text_baseline_v1
q001	Q0	doc008_p001	10	0.354845	dense_text_baseline_v1
q001	Q0	doc005_p009	11	0.350749	dense_text_baseline_v1
q001	Q0	doc004_p020	12	0.346795	dense_text_baseline_v1
q001	Q0	doc001_p003	13	0.336976	dense_text_baseline_v1
q001	Q0	doc002_p001	14	0.332768	dense_text_baseline_v1
q001	Q0	doc006_p017	15	0.331677	dense_text_baseline_v1
q001	Q0	doc006_p023	16	0.328934	dense_text_baseline_v1
q001	Q0	doc003_p028	17	0.327890	dense_text_baseline_v1
q001	Q0	doc004_p007	18	0.323266	dense_text_baseline_v1
q001	Q0	doc008_p003	19	0.319478	dense_text_baseline_v1
q001	Q0	doc005_p002	20	0.315247	dense_text_baseline_v1
q001	Q0	doc004_p002	21	0.314327	dense_text_baseline_v1
q001	Q0	doc006_p021	22	0.314083	dense_text_baseline_v1
q001	Q0	doc006_p003	23	0.314046	dense_text_baseline_v1
q001	Q0	doc006_p007	24	0.313454	dense_text_baseline_v1
q001	Q0	doc003_p001	25	0.312497	dense_text_baseline_v1
q001	Q0	doc004_p001	26	0.306608	dense_text_baseline_v1
q001	Q0	doc003_p002	27	0.305960	dense_text_baseline_v1
q001	Q0	doc006_p002	28	0.302541	dense_text_baseline_v1
q001	Q0	doc009_p002	29	0.299096	dense_text_baseline_v1
q001	Q0	doc004_p019	30	0.298448	dense_text_baseline_v1
q001	Q0	doc003_p029	31	0.293898	dense_text_baseline_v1
q001	Q0	doc008_p002	32	0.280055	dense_text_baseline_v1
q001	Q0	doc001_p002	33	0.274690	dense_text_baseline_v1
q001	Q0	doc006_p011	34	0.270221	dense_text_baseline_v1
q001	Q0	doc004_p011	35	0.266016	dense_text_baseline_v1
q001	Q0	doc003_p005	36	0.264348	dense_text_baseline_v1
q001	Q0	doc005_p003	37	0.262222	dense_text_baseline_v1
q001	Q0	doc003_p004	38	0.261918	dense_text_baseline_v1
q001	Q0	doc003_p009	39	0.261253	dense_text_baseline_v1
q001	Q0	doc006_p001	40	0.255794	dense_text_baseline_v1
q001	Q0	doc003_p011	41	0.255590	dense_text_baseline_v1
q001	Q0	doc009_p001	42	0.254961	dense_text_baseline_v1
q001	Q0	doc003_p017	43	0.253497	dense_text_baseline_v1
q001	Q0	doc003_p010	44	0.248983	dense_text_baseline_v1
q001	Q0	doc003_p013	45	0.247043	dense_text_baseline_v1
q001	Q0	doc003_p015	46	0.243183	dense_text_baseline_v1
q001	Q0	doc003_p020	47	0.240417	dense_text_baseline_v1
q001	Q0	doc005_p007	48	0.239393	dense_text_baseline_v1
q001	Q0	doc006_p025	49	0.239244	dense_text_baseline_v1
q001	Q0	doc004_p018	50	0.237235	dense_text_baseline_v1
q001	Q0	doc003_p016	51	0.237131	dense_text_baseline_v1
q001	Q0	doc005_p005	52	0.236661	dense_text_baseline_v1
q001	Q0	doc006_p018	53	0.235947	dense_text_baseline_v1
q001	Q0	doc003_p014	54	0.232900	dense_text_baseline_v1
q001	Q0	doc003_p019	55	0.232575	dense_text_baseline_v1
q001	Q0	doc003_p012	56	0.224334	dense_text_baseline_v1
q001	Q0	doc003_p021	57	0.222232	dense_text_baseline_v1
q001	Q0	doc003_p024	58	0.218930	dense_text_baseline_v1
q001	Q0	doc003_p008	59	0.218925	dense_text_baseline_v1
q001	Q0	doc003_p007	60	0.213358	dense_text_baseline_v1
q001	Q0	doc004_p004	61	0.208708	dense_text_baseline_v1
q001	Q0	doc006_p020	62	0.207955	dense_text_baseline_v1
q001	Q0	doc004_p012	63	0.207659	dense_text_baseline_v1
q001	Q0	doc003_p003	64	0.207418	dense_text_baseline_v1
q001	Q0	doc003_p006	65	0.206024	dense_text_baseline_v1
q001	Q0	doc010_p002	66	0.205298	dense_text_baseline_v1
q001	Q0	doc003_p018	67	0.202906	dense_text_baseline_v1
q001	Q0	doc004_p006	68	0.197863	dense_text_baseline_v1
q001	Q0	doc006_p024	69	0.196997	dense_text_baseline_v1
q001	Q0	doc007_p001	70	0.196644	dense_text_baseline_v1
q001	Q0	doc004_p017	71	0.196137	dense_text_baseline_v1
q001	Q0	doc010_p001	72	0.187217	dense_text_baseline_v1
q001	Q0	doc004_p013	73	0.186312	dense_text_baseline_v1
q001	Q0	doc007_p002	74	0.185435	dense_text_baseline_v1
q001	Q0	doc004_p003	75	0.181934	dense_text_baseline_v1
q001	Q0	doc006_p006	76	0.179275	dense_text_baseline_v1
q001	Q0	doc003_p025	77	0.178647	dense_text_baseline_v1
q001	Q0	doc006_p010	78	0.176228	dense_text_baseline_v1
q001	Q0	doc003_p027	79	0.175253	dense_text_baseline_v1
q001	Q0	doc003_p022	80	0.173258	dense_text_baseline_v1
q001	Q0	doc003_p023	81	0.171565	dense_text_baseline_v1
q001	Q0	doc004_p005	82	0.169914	dense_text_baseline_v1
q001	Q0	doc004_p016	83	0.166996	dense_text_baseline_v1
q001	Q0	doc003_p026	84	0.162685	dense_text_baseline_v1
q001	Q0	doc006_p014	85	0.156950	dense_text_baseline_v1
q001	Q0	doc006_p005	86	0.151582	dense_text_baseline_v1
q001	Q0	doc004_p015	87	0.145648	dense_text_baseline_v1
q001	Q0	doc005_p004	88	0.144195	dense_text_baseline_v1
q001	Q0	doc006_p012	89	0.136325	dense_text_baseline_v1
q001	Q0	doc004_p008	90	0.133230	dense_text_baseline_v1
q001	Q0	doc006_p015	91	0.127768	dense_text_baseline_v1
q001	Q0	doc006_p022	92	0.119325	dense_text_baseline_v1
q001	Q0	doc004_p009	93	0.113534	dense_text_baseline_v1
q001	Q0	doc004_p014	94	0.112650	dense_text_baseline_v1
q001	Q0	doc006_p004	95	0.104935	dense_text_baseline_v1
q001	Q0	doc006_p009	96	0.094985	dense_text_baseline_v1
q001	Q0	doc005_p001	97	0.088580	dense_text_baseline_v1
q001	Q0	doc006_p016	98	0.087392	dense_text_baseline_v1
q001	Q0	doc006_p013	99	0.078944	dense_text_baseline_v1
q001	Q0	doc005_p006	100	0.061630	dense_text_baseline_v1
q001	Q0	doc004_p010	101	0.019228	dense_text_baseline_v1
q002	Q0	doc001_p005	1	0.404118	dense_text_baseline_v1
q002	Q0	doc001_p002	2	0.356824	dense_text_baseline_v1
q002	Q0	doc006_p019	3	0.343043	dense_text_baseline_v1
q002	Q0	doc006_p020	4	0.314572	dense_text_baseline_v1
q002	Q0	doc002_p001	5	0.313688	dense_text_baseline_v1
q002	Q0	doc008_p001	6	0.312804	dense_text_baseline_v1
q002	Q0	doc010_p002	7	0.305719	dense_text_baseline_v1
q002	Q0	doc006_p021	8	0.301600	dense_text_baseline_v1
q002	Q0	doc004_p020	9	0.300784	dense_text_baseline_v1
q002	Q0	doc009_p003	10	0.299745	dense_text_baseline_v1
q002	Q0	doc006_p008	11	0.290174	dense_text_baseline_v1
q002	Q0	doc006_p011	12	0.284121	dense_text_baseline_v1
q002	Q0	doc001_p003	13	0.281880	dense_text_baseline_v1
q002	Q0	doc005_p008	14	0.281369	dense_text_baseline_v1
q002	Q0	doc006_p023	15	0.278557	dense_text_baseline_v1
q002	Q0	doc006_p001	16	0.272315	dense_text_baseline_v1
q002	Q0	doc001_p004	17	0.270468	dense_text_baseline_v1
q002	Q0	doc004_p011	18	0.266036	dense_text_baseline_v1
q002	Q0	doc001_p001	19	0.259685	dense_text_baseline_v1
q002	Q0	doc006_p017	20	0.256031	dense_text_baseline_v1
q002	Q0	doc006_p007	21	0.254051	dense_text_baseline_v1
q002	Q0	doc004_p001	22	0.253784	dense_text_baseline_v1
q002	Q0	doc006_p027	23	0.251754	dense_text_baseline_v1
q002	Q0	doc003_p029	24	0.248776	dense_text_baseline_v1
q002	Q0	doc003_p009	25	0.248401	dense_text_baseline_v1
q002	Q0	doc006_p024	26	0.246374	dense_text_baseline_v1
q002	Q0	doc004_p002	27	0.241448	dense_text_baseline_v1
