query_id	page_id	rank	score	method
q001	doc006_p008	1	1.0706971883773804	c2f_N10_M32
q001	doc003_p004	2	0.9191044569015503	c2f_N10_M32
q001	doc001_p004	3	0.7712796330451965	c2f_N10_M32
q001	doc006_p019	4	0.7355074286460876	c2f_N10_M32
q001	doc008_p001	5	0.6586029529571533	c2f_N10_M32
q001	doc006_p027	6	0.636865496635437	c2f_N10_M32
q001	doc008_p002	7	0.33149221539497375	c2f_N10_M32
q001	doc001_p001	8	0.22578340768814087	c2f_N10_M32
q001	doc009_p001	9	0.17349150776863098	c2f_N10_M32
q001	doc001_p003	10	0.1347433626651764	c2f_N10_M32
q002	doc006_p013	1	-0.029752645641565323	c2f_N10_M32
q002	doc004_p009	2	-0.06394768506288528	c2f_N10_M32
q002	doc004_p010	3	-0.06461940705776215	c2f_N10_M32
q002	doc001_p002	4	-0.17877477407455444	c2f_N10_M32
q002	doc006_p021	5	-0.20325176417827606	c2f_N10_M32
q002	doc006_p010	6	-0.22431907057762146	c2f_N10_M32
q002	doc003_p022	7	-0.44535037875175476	c2f_N10_M32
q002	doc006_p012	8	-0.5473780632019043	c2f_N10_M32
q002	doc007_p001	9	-0.6321605443954468	c2f_N10_M32
q002	doc006_p020	10	-0.7659493088722229	c2f_N10_M32
q003	doc006_p008	1	-0.1688092052936554	c2f_N10_M32
q003	doc004_p007	2	-0.17023620009422302	c2f_N10_M32
q003	doc006_p024	3	-0.377500057220459	c2f_N10_M32
q003	doc006_p007	4	-0.39961525797843933	c2f_N10_M32
q003	doc006_p009	5	-0.476039856672287	c2f_N10_M32
q003	doc006_p010	6	-0.47642606496810913	c2f_N10_M32
q003	doc001_p004	7	-0.5213465094566345	c2f_N10_M32
q003	doc003_p013	8	-0.5597631335258484	c2f_N10_M32
q003	doc007_p001	9	-0.6838311553001404	c2f_N10_M32
q003	doc001_p003	10	-0.990566074848175	c2f_N10_M32
q004	doc006_p013	1	0.5339415669441223	c2f_N10_M32
q004	doc006_p021	2	0.5032568573951721	c2f_N10_M32
q004	doc007_p002	3	0.37519222497940063	c2f_N10_M32
q004	doc001_p004	4	0.33336880803108215	c2f_N10_M32
q004	doc001_p002	5	0.30809569358825684	c2f_N10_M32
q004	doc003_p009	6	0.21512866020202637	c2f_N10_M32
q004	doc006_p020	7	0.0474625825881958	c2f_N10_M32
q004	doc007_p001	8	-0.07852794229984283	c2f_N10_M32
q004	doc010_p001	9	-0.15525752305984497	c2f_N10_M32
q004	doc001_p003	10	-0.17230938374996185	c2f_N10_M32
q005	doc004_p006	1	0.15322597324848175	c2f_N10_M32
q005	doc004_p011	2	0.1007680669426918	c2f_N10_M32
q005	doc006_p021	3	0.08207888901233673	c2f_N10_M32
q005	doc006_p010	4	-0.02625473402440548	c2f_N10_M32
q005	doc004_p012	5	-0.12624883651733398	c2f_N10_M32
q005	doc005_p002	6	-0.16906186938285828	c2f_N10_M32
q005	doc006_p012	7	-0.18233273923397064	c2f_N10_M32
q005	doc003_p024	8	-0.1997126340866089	c2f_N10_M32
q005	doc005_p008	9	-0.23082804679870605	c2f_N10_M32
q005	doc003_p009	10	-0.25404733419418335	c2f_N10_M32
q006	doc006_p013	1	0.36079806089401245	c2f_N10_M32
q006	doc004_p011	2	0.2982916533946991	c2f_N10_M32
q006	doc006_p010	3	0.1546795517206192	c2f_N10_M32
q006	doc006_p024	4	0.034976132214069366	c2f_N10_M32
q006	doc001_p004	5	-0.026166286319494247	c2f_N10_M32
q006	doc006_p019	6	-0.03958757221698761	c2f_N10_M32
q006	doc004_p012	7	-0.1077362447977066	c2f_N10_M32
q006	doc005_p002	8	-0.1123768538236618	c2f_N10_M32
q006	doc007_p001	9	-0.36078691482543945	c2f_N10_M32
q006	doc001_p003	10	-0.5476574301719666	c2f_N10_M32
q007	doc003_p004	1	0.2567245364189148	c2f_N10_M32
q007	doc006_p008	2	0.24310366809368134	c2f_N10_M32
q007	doc003_p021	3	0.23999613523483276	c2f_N10_M32
q007	doc006_p019	4	0.22800707817077637	c2f_N10_M32
q007	doc006_p010	5	0.19306063652038574	c2f_N10_M32
q007	doc001_p004	6	0.03804267570376396	c2f_N10_M32
q007	doc006_p009	7	-0.10337014496326447	c2f_N10_M32
q007	doc003_p029	8	-0.1452823132276535	c2f_N10_M32
q007	doc007_p001	9	-0.21541139483451843	c2f_N10_M32
q007	doc008_p002	10	-0.26549357175827026	c2f_N10_M32
q008	doc004_p006	1	0.6909862160682678	c2f_N10_M32
q008	doc003_p025	2	0.537238359451294	c2f_N10_M32
q008	doc006_p010	3	0.4389578104019165	c2f_N10_M32
q008	doc006_p021	4	0.4122949540615082	c2f_N10_M32
q008	doc004_p013	5	0.2992173433303833	c2f_N10_M32
q008	doc006_p012	6	0.28854918479919434	c2f_N10_M32
q008	doc003_p024	7	0.20800116658210754	c2f_N10_M32
q008	doc003_p023	8	0.19731740653514862	c2f_N10_M32
q008	doc003_p027	9	0.1696329414844513	c2f_N10_M32
q008	doc003_p022	10	0.12496261298656464	c2f_N10_M32
q009	doc004_p006	1	0.8374688029289246	c2f_N10_M32
q009	doc003_p025	2	0.6235238313674927	c2f_N10_M32
q009	doc006_p010	3	0.5556252002716064	c2f_N10_M32
q009	doc004_p013	4	0.36587005853652954	c2f_N10_M32
q009	doc006_p012	5	0.30339017510414124	c2f_N10_M32
q009	doc003_p024	6	0.3003711700439453	c2f_N10_M32
