query_id,page_id,rank,score,M,page_tokens
q001,doc006_p008,1,1.0706971883773804,49,49
q001,doc003_p004,2,1.012296438217163,49,49
q001,doc006_p019,3,0.9745255708694458,49,49
q001,doc008_p002,4,0.8098664283752441,49,49
q001,doc008_p001,5,0.7895740270614624,49,49
q001,doc001_p004,6,0.7712796330451965,49,49
q001,doc006_p027,7,0.713475227355957,49,49
q001,doc001_p001,8,0.33672112226486206,49,49
q001,doc001_p003,9,0.26402419805526733,49,49
q001,doc009_p001,10,0.21166092157363892,49,49
q002,doc001_p002,1,0.5091508626937866,49,49
q002,doc006_p013,2,0.20099560916423798,49,49
q002,doc004_p010,3,0.0181888360530138,49,49
q002,doc004_p009,4,-0.056552089750766754,49,49
q002,doc003_p022,5,-0.14074385166168213,49,49
q002,doc006_p010,6,-0.17426976561546326,49,49
q002,doc006_p021,7,-0.18746885657310486,49,49
q002,doc007_p001,8,-0.2163442075252533,49,49
q002,doc006_p012,9,-0.23550882935523987,49,49
q002,doc006_p020,10,-0.32770836353302,49,49
q003,doc003_p013,1,0.06804084032773972,49,49
q003,doc004_p007,2,-0.1278797686100006,49,49
q003,doc006_p008,3,-0.1688091903924942,49,49
q003,doc006_p024,4,-0.18500801920890808,49,49
q003,doc006_p009,5,-0.2264581322669983,49,49
q003,doc006_p007,6,-0.3542008399963379,49,49
q003,doc007_p001,7,-0.3985118269920349,49,49
q003,doc006_p010,8,-0.42247727513313293,49,49
q003,doc001_p004,9,-0.49017494916915894,49,49
q003,doc001_p003,10,-0.9603277444839478,49,49
q004,doc001_p002,1,0.8475285768508911,49,49
q004,doc006_p013,2,0.6442354917526245,49,49
q004,doc006_p021,3,0.5386844873428345,49,49
q004,doc003_p009,4,0.48842957615852356,49,49
q004,doc007_p002,5,0.41088077425956726,49,49
q004,doc007_p001,6,0.40646103024482727,49,49
q004,doc010_p001,7,0.35864001512527466,49,49
q004,doc001_p004,8,0.33336880803108215,49,49
q004,doc006_p020,9,0.30881232023239136,49,49
q004,doc001_p003,10,-0.06251512467861176,49,49
q005,doc004_p012,1,0.16846004128456116,49,49
q005,doc004_p006,2,0.15322592854499817,49,49
q005,doc003_p024,3,0.12903931736946106,49,49
q005,doc006_p021,4,0.11148052662611008,49,49
q005,doc004_p011,5,0.10603267699480057,49,49
q005,doc005_p002,6,0.07852699607610703,49,49
q005,doc005_p008,7,0.05638878419995308,49,49
q005,doc006_p010,8,0.037727583199739456,49,49
q005,doc003_p009,9,0.024968858808279037,49,49
q005,doc006_p012,10,0.012185754254460335,49,49
q006,doc006_p013,1,0.4156264364719391,49,49
q006,doc004_p012,2,0.37747836112976074,49,49
q006,doc004_p011,3,0.3653690218925476,49,49
q006,doc006_p019,4,0.34780725836753845,49,49
q006,doc005_p002,5,0.2724016606807709,49,49
q006,doc006_p010,6,0.22987176477909088,49,49
q006,doc006_p024,7,0.20307429134845734,49,49
q006,doc007_p001,8,0.05968622490763664,49,49
q006,doc001_p004,9,-0.01857510581612587,49,49
q006,doc001_p003,10,-0.4454396367073059,49,49
q007,doc006_p019,1,0.36519870162010193,49,49
q007,doc003_p021,2,0.3595047891139984,49,49
q007,doc003_p004,3,0.2648141384124756,49,49
q007,doc006_p008,4,0.24310369789600372,49,49
q007,doc006_p010,5,0.23670323193073273,49,49
q007,doc008_p002,6,0.15228579938411713,49,49
q007,doc006_p009,7,0.14881332218647003,49,49
q007,doc007_p001,8,0.11787918210029602,49,49
q007,doc003_p029,9,0.06714829802513123,49,49
q007,doc001_p004,10,0.046810515224933624,49,49
q008,doc004_p006,1,0.6909862160682678,49,49
q008,doc003_p027,2,0.6339712738990784,49,49
q008,doc003_p023,3,0.6335658431053162,49,49
q008,doc003_p022,4,0.6327796578407288,49,49
q008,doc003_p024,5,0.6266770958900452,49,49
q008,doc006_p012,6,0.6134486198425293,49,49
q008,doc003_p025,7,0.6098616719245911,49,49
q008,doc004_p013,8,0.5947033166885376,49,49
q008,doc006_p010,9,0.5435393452644348,49,49
q008,doc006_p021,10,0.4846801459789276,49,49
q009,doc004_p006,1,0.8374688029289246,49,49
q009,doc006_p012,2,0.7215632200241089,49,49
q009,doc003_p024,3,0.7023606300354004,49,49
q009,doc003_p027,4,0.6996756792068481,49,49
q009,doc003_p022,5,0.6989453434944153,49,49
q009,doc004_p013,6,0.6915705800056458,49,49
q009,doc003_p023,7,0.6906724572181702,49,49
q009,doc006_p010,8,0.6780789494514465,49,49
q009,doc003_p025,9,0.6745558977127075,49,49
q009,doc005_p008,10,0.6169952750205994,49,49
q010,doc003_p013,1,0.7039676904678345,49,49
q010,doc006_p024,2,0.6251112818717957,49,49
q010,doc004_p018,3,0.6106992959976196,49,49
q010,doc005_p002,4,0.5594572424888611,49,49
q010,doc003_p011,5,0.5030528903007507,49,49
q010,doc005_p008,6,0.49263495206832886,49,49
q010,doc006_p021,7,0.4765130877494812,49,49
q010,doc004_p012,8,0.4762912690639496,49,49
q010,doc006_p020,9,0.36695703864097595,49,49
q010,doc003_p010,10,0.33697718381881714,49,49
q011,doc005_p004,1,0.8511884212493896,49,49
q011,doc005_p008,2,0.6180106997489929,49,49
q011,doc005_p005,3,0.5958013534545898,49,49
q011,doc006_p021,4,0.5876932144165039,49,49
q011,doc006_p022,5,0.5065193176269531,49,49
q011,doc006_p012,6,0.5056682825088501,49,49
q011,doc006_p010,7,0.47490060329437256,49,49
q011,doc006_p025,8,0.406411349773407,49,49
q011,doc006_p020,9,0.34826111793518066,49,49
q011,doc001_p003,10,-0.37603896856307983,49,49
q012,doc005_p004,1,0.8020203709602356,49,49
q012,doc004_p018,2,0.6564114689826965,49,49
q012,doc006_p021,3,0.5403145551681519,49,49
q012,doc005_p008,4,0.5315675735473633,49,49
q012,doc005_p005,5,0.5071918368339539,49,49
q012,doc006_p012,6,0.428974986076355,49,49
q012,doc006_p022,7,0.4117136597633362,49,49
q012,doc006_p010,8,0.4075867533683777,49,49
q012,doc006_p025,9,0.30564215779304504,49,49
q012,doc006_p020,10,0.2816622257232666,49,49
